query_id,query,source,rank,doc_id,chunk_id,score_vetorial,qrel_score,julgado
7,acréscimos e supressões,search log,7,18359,18359_0,0.8427872657775879,3.0,True
7,acréscimos e supressões,search log,8,17090,17090_1,0.8396624326705933,,False
7,acréscimos e supressões,search log,9,5574,5574_0,0.8393169045448303,3.0,True
7,acréscimos e supressões,search log,10,17249,17249_3,0.8388299345970154,,False
8,obras e serviços de engenharia,search log,1,31531,31531_0,0.8644740581512451,,False
8,obras e serviços de engenharia,search log,2,31612,31612_0,0.8571497797966003,,False
8,obras e serviços de engenharia,search log,3,21114,21114_0,0.8569577932357788,,False
8,obras e serviços de engenharia,search log,4,11626,11626_0,0.853262186050415,,False
8,obras e serviços de engenharia,search log,5,161,161_0,0.8529216051101685,,False
8,obras e serviços de engenharia,search log,6,11653,11653_2,0.8523679971694946,,False
8,obras e serviços de engenharia,search log,7,31633,31633_0,0.8522701263427734,,False
8,obras e serviços de engenharia,search log,8,189,189_0,0.8521001935005188,,False
8,obras e serviços de engenharia,search log,9,135712,135712_0,0.8520326614379883,3.0,True
8,obras e serviços de engenharia,search log,10,40157,40157_0,0.8509052991867065,,False
9,fiscalizacao de contratos,search log,1,18341,18341_0,0.8791123628616333,,False
9,fiscalizacao de contratos,search log,2,21114,21114_0,0.8766772150993347,,False
9,fiscalizacao de contratos,search log,3,18375,18375_0,0.8730506300926208,,False
9,fiscalizacao de contratos,search log,4,32641,32641_0,0.871920108795166,,False
9,fiscalizacao de contratos,search log,5,33812,33812_0,0.8705881834030151,,False
9,fiscalizacao de contratos,search log,6,53626,53626_0,0.869978666305542,,False
9,fiscalizacao de contratos,search log,7,83623,83623_0,0.8695498108863831,,False
9,fiscalizacao de contratos,search log,8,53417,53417_0,0.8688831925392151,,False
9,fiscalizacao de contratos,search log,9,21109,21109_0,0.8682715892791748,,False
9,fiscalizacao de contratos,search log,10,19355,19355_0,0.8652693629264832,3.0,True
10,diarias e passagens,search log,1,32385,32385_0,0.8601399660110474,3.0,True
10,diarias e passagens,search log,2,30890,30890_0,0.8520389199256897,,False
10,diarias e passagens,search log,3,30086,30086_0,0.8463040590286255,3.0,True
10,diarias e passagens,search log,4,30881,30881_0,0.8462468385696411,,False
10,diarias e passagens,search log,5,14250,14250_1,0.8434190154075623,,False
10,diarias e passagens,search log,6,46900,46900_5,0.8412653207778931,,False
10,diarias e passagens,search log,7,30369,30369_0,0.841205894947052,,False
10,diarias e passagens,search log,8,30370,30370_1,0.8408216238021851,,False
10,diarias e passagens,search log,9,34050,34050_5,0.8393625617027283,,False
10,diarias e passagens,search log,10,30371,30371_0,0.8384211659431458,,False
11,bens e serviços comuns,search log,1,33912,33912_0,0.8529369235038757,,False
11,bens e serviços comuns,search log,2,114574,114574_4,0.8502364754676819,,False
11,bens e serviços comuns,search log,3,18871,18871_0,0.8463611602783203,,False
11,bens e serviços comuns,search log,4,18827,18827_1,0.8448559045791626,,False
11,bens e serviços comuns,search log,5,15071,15071_4,0.8435261249542236,,False
11,bens e serviços comuns,search log,6,34287,34287_0,0.8407630920410156,,False
11,bens e serviços comuns,search log,7,18274,18274_0,0.8404970169067383,,False
11,bens e serviços comuns,search log,8,21074,21074_0,0.8398298025131226,,False
11,bens e serviços comuns,search log,9,17906,17906_0,0.8395348191261292,,False
11,bens e serviços comuns,search log,10,31280,31280_0,0.8392327427864075,,False
12,parcelas de maior relevância e valor significativo,search log,1,34276,34276_0,0.8532621264457703,,False
12,parcelas de maior relevância e valor significativo,search log,2,25999,25999_1,0.8505833745002747,,False
12,parcelas de maior relevância e valor significativo,search log,3,34027,34027_0,0.8498380184173584,,False
12,parcelas de maior relevância e valor significativo,search log,4,29536,29536_0,0.8494827747344971,,False
12,parcelas de maior relevância e valor significativo,search log,5,19664,19664_0,0.8489267826080322,,False
12,parcelas de maior relevância e valor significativo,search log,6,29523,29523_0,0.8483067750930786,,False
12,parcelas de maior relevância e valor significativo,search log,7,33874,33874_1,0.8482111692428589,,False
12,parcelas de maior relevância e valor significativo,search log,8,33077,33077_0,0.8480724096298218,3.0,True
12,parcelas de maior relevância e valor significativo,search log,9,34294,34294_2,0.8480706214904785,,False
12,parcelas de maior relevância e valor significativo,search log,10,25971,25971_0,0.8477944135665894,,False
13,despesa sem cobertura contratual,search log,1,18924,18924_1,0.860802412033081,3.0,True
13,despesa sem cobertura contratual,search log,2,18112,18112_0,0.8578594923019409,,False
13,despesa sem cobertura contratual,search log,3,34114,34114_0,0.8533626198768616,,False
13,despesa sem cobertura contratual,search log,4,18106,18106_1,0.8527752161026001,,False
13,despesa sem cobertura contratual,search log,5,18454,18454_0,0.851326048374176,,False
13,despesa sem cobertura contratual,search log,6,30326,30326_0,0.8509045839309692,,False
13,despesa sem cobertura contratual,search log,7,31111,31111_0,0.84993577003479,,False
13,despesa sem cobertura contratual,search log,8,17122,17122_0,0.849603533744812,,False
13,despesa sem cobertura contratual,search log,9,17258,17258_0,0.8494747877120972,,False
13,despesa sem cobertura contratual,search log,10,11601,11601_0,0.8494316935539246,,False
14,decreto-lei 4.657/1942,search log,1,24260,24260_2,0.8457968831062317,,False
14,decreto-lei 4.657/1942,search log,2,25436,25436_0,0.8448824286460876,,False
14,decreto-lei 4.657/1942,search log,3,32493,32493_1,0.8447911739349365,,False
14,decreto-lei 4.657/1942,search log,4,11614,11614_4,0.8434253931045532,,False
14,decreto-lei 4.657/1942,search log,5,134978,134978_4,0.8423014879226685,,False
14,decreto-lei 4.657/1942,search log,6,92532,92532_6,0.8411879539489746,,False
14,decreto-lei 4.657/1942,search log,7,35551,35551_1,0.8410234451293945,,False
14,decreto-lei 4.657/1942,search log,8,16278,16278_6,0.8409499526023865,,False
14,decreto-lei 4.657/1942,search log,9,31897,31897_1,0.8405711650848389,,False
14,decreto-lei 4.657/1942,search log,10,18404,18404_1,0.8403915166854858,,False
15,contas e materialidade,search log,1,31430,31430_0,0.8545486330986023,,False
15,contas e materialidade,search log,2,35441,35441_1,0.8494527339935303,,False
15,contas e materialidade,search log,3,17289,17289_0,0.8490085601806641,,False
15,contas e materialidade,search log,4,31558,31558_0,0.8481123447418213,,False
15,contas e materialidade,search log,5,9790,9790_0,0.8473532199859619,,False
15,contas e materialidade,search log,6,59541,59541_4,0.8473262190818787,,False
15,contas e materialidade,search log,7,30302,30302_0,0.8471133708953857,,False
15,contas e materialidade,search log,8,32737,32737_0,0.8465443849563599,3.0,True
15,contas e materialidade,search log,9,19368,19368_0,0.846423864364624,,False
15,contas e materialidade,search log,10,32440,32440_2,0.8460142612457275,,False
16,inexequibilidade e comprovação,search log,1,32920,32920_0,0.8462029695510864,,False
16,inexequibilidade e comprovação,search log,2,39572,39572_0,0.845767617225647,,False
16,inexequibilidade e comprovação,search log,3,27097,27097_1,0.8455371260643005,,False
16,inexequibilidade e comprovação,search log,4,19404,19404_0,0.8437830209732056,3.0,True
16,inexequibilidade e comprovação,search log,5,32964,32964_1,0.842633843421936,,False
16,inexequibilidade e comprovação,search log,6,18215,18215_0,0.8425815105438232,,False
16,inexequibilidade e comprovação,search log,7,31583,31583_1,0.8418793082237244,,False
16,inexequibilidade e comprovação,search log,8,25585,25585_0,0.8415147066116333,,False
16,inexequibilidade e comprovação,search log,9,17234,17234_0,0.8409866094589233,1.0,True
16,inexequibilidade e comprovação,search log,10,52654,52654_0,0.8397799134254456,,False
17,impedimento de licitar e contratar,search log,1,32963,32963_0,0.8770193457603455,,False
17,impedimento de licitar e contratar,search log,2,21869,21869_0,0.8754561543464661,,False
17,impedimento de licitar e contratar,search log,3,106479,106479_0,0.8751791715621948,,False
17,impedimento de licitar e contratar,search log,4,40299,40299_0,0.8730114698410034,,False
17,impedimento de licitar e contratar,search log,5,25267,25267_0,0.8725171685218811,,False
17,impedimento de licitar e contratar,search log,6,18884,18884_0,0.8718699216842651,,False
17,impedimento de licitar e contratar,search log,7,21908,21908_0,0.8716452121734619,,False
17,impedimento de licitar e contratar,search log,8,18848,18848_0,0.870364785194397,,False
17,impedimento de licitar e contratar,search log,9,9718,9718_0,0.8701629042625427,,False
17,impedimento de licitar e contratar,search log,10,15763,15763_0,0.8684964179992676,,False
18,aditivo e obra,search log,1,17225,17225_0,0.8581677675247192,,False
18,aditivo e obra,search log,2,81314,81314_5,0.8534474968910217,3.0,True
18,aditivo e obra,search log,3,81554,81554_0,0.8533527255058289,,False
18,aditivo e obra,search log,4,32643,32643_0,0.8504177927970886,3.0,True
18,aditivo e obra,search log,5,18380,18380_0,0.8501838445663452,,False
18,aditivo e obra,search log,6,18057,18057_0,0.8490008115768433,,False
18,aditivo e obra,search log,7,18018,18018_0,0.8487611413002014,,False
18,aditivo e obra,search log,8,17219,17219_0,0.84844970703125,,False
18,aditivo e obra,search log,9,217,217_1,0.847501277923584,,False
18,aditivo e obra,search log,10,20511,20511_5,0.8473460674285889,,False
19,fraude a licitacao,search log,1,35539,35539_0,0.8815528750419617,,False
19,fraude a licitacao,search log,2,35186,35186_2,0.8742305040359497,3.0,True
19,fraude a licitacao,search log,3,34701,34701_4,0.8724802732467651,,False
19,fraude a licitacao,search log,4,35283,35283_1,0.8697216510772705,,False
19,fraude a licitacao,search log,5,18877,18877_0,0.8686245083808899,,False
19,fraude a licitacao,search log,6,34698,34698_0,0.8682965040206909,,False
19,fraude a licitacao,search log,7,67158,67158_4,0.8682818412780762,,False
19,fraude a licitacao,search log,8,16982,16982_0,0.8682039976119995,,False
19,fraude a licitacao,search log,9,35375,35375_1,0.8681098222732544,,False
19,fraude a licitacao,search log,10,104486,104486_5,0.8680339455604553,,False
20,auditoria interna,search log,1,50987,50987_0,0.8638814687728882,3.0,True
20,auditoria interna,search log,2,55315,55315_0,0.8612930774688721,3.0,True
20,auditoria interna,search log,3,28961,28961_0,0.8572525978088379,2.0,True
20,auditoria interna,search log,4,75365,75365_1,0.8511387705802917,,False
20,auditoria interna,search log,5,39237,39237_0,0.8478317260742188,,False
20,auditoria interna,search log,6,17700,17700_2,0.8450750112533569,,False
20,auditoria interna,search log,7,31260,31260_1,0.8447415828704834,,False
20,auditoria interna,search log,8,34284,34284_0,0.8446877002716064,,False
20,auditoria interna,search log,9,23577,23577_1,0.8446246981620789,,False
20,auditoria interna,search log,10,18113,18113_0,0.843464732170105,,False
21,fracionamento de despesas,search log,1,21122,21122_0,0.8808341026306152,,False
21,fracionamento de despesas,search log,2,33031,33031_0,0.8783426284790039,,False
21,fracionamento de despesas,search log,3,31620,31620_0,0.8781156539916992,,False
21,fracionamento de despesas,search log,4,32883,32883_0,0.8758903741836548,,False
21,fracionamento de despesas,search log,5,21081,21081_0,0.8757188320159912,,False
21,fracionamento de despesas,search log,6,31428,31428_0,0.8740403652191162,,False
21,fracionamento de despesas,search log,7,31638,31638_0,0.873831033706665,,False
21,fracionamento de despesas,search log,8,31621,31621_0,0.8735901117324829,,False
21,fracionamento de despesas,search log,9,32864,32864_0,0.8719053268432617,,False
21,fracionamento de despesas,search log,10,32884,32884_0,0.8715376853942871,,False
22,novo e improrrogável prazo,search log,1,27044,27044_1,0.8560810089111328,,False
22,novo e improrrogável prazo,search log,2,27062,27062_0,0.8535422682762146,,False
22,novo e improrrogável prazo,search log,3,32795,32795_0,0.8529667854309082,,False
22,novo e improrrogável prazo,search log,4,16121,16121_2,0.8518491983413696,,False
22,novo e improrrogável prazo,search log,5,15202,15202_0,0.8509831428527832,,False
22,novo e improrrogável prazo,search log,6,27773,27773_1,0.8509305119514465,,False
22,novo e improrrogável prazo,search log,7,37248,37248_2,0.8509303331375122,,False
22,novo e improrrogável prazo,search log,8,32812,32812_0,0.8508875370025635,,False
22,novo e improrrogável prazo,search log,9,120812,120812_11,0.8503475189208984,,False
22,novo e improrrogável prazo,search log,10,27141,27141_0,0.8503471612930298,,False
23,inidoneidade de licitante,search log,1,35515,35515_0,0.8994773626327515,,False
23,inidoneidade de licitante,search log,2,35356,35356_1,0.8844778537750244,,False
23,inidoneidade de licitante,search log,3,35215,35215_0,0.8833646774291992,,False
23,inidoneidade de licitante,search log,4,51278,51278_0,0.883358359336853,,False
23,inidoneidade de licitante,search log,5,1650,1650_0,0.8827742338180542,,False
23,inidoneidade de licitante,search log,6,2625,2625_0,0.8824838399887085,,False
23,inidoneidade de licitante,search log,7,35301,35301_0,0.8819547891616821,,False
23,inidoneidade de licitante,search log,8,34723,34723_0,0.8818414211273193,,False
23,inidoneidade de licitante,search log,9,15244,15244_2,0.881392240524292,,False
23,inidoneidade de licitante,search log,10,35537,35537_0,0.8803765773773193,,False
24,licitações e contratos,search log,1,116897,116897_3,0.8532454371452332,,False
24,licitações e contratos,search log,2,31074,31074_1,0.8528743982315063,,False
24,licitações e contratos,search log,3,122181,122181_2,0.8512194156646729,,False
24,licitações e contratos,search log,4,18364,18364_0,0.8502669334411621,,False
24,licitações e contratos,search log,5,31531,31531_0,0.8499095439910889,,False
24,licitações e contratos,search log,6,19405,19405_0,0.8495922684669495,,False
24,licitações e contratos,search log,7,22163,22163_0,0.8493396639823914,,False
24,licitações e contratos,search log,8,17842,17842_1,0.8489482402801514,,False
24,licitações e contratos,search log,9,67014,67014_0,0.8489170670509338,,False
24,licitações e contratos,search log,10,34338,34338_1,0.8486813902854919,,False
25,exigência de atestado de capacidade,search log,1,33938,33938_1,0.8855664730072021,,False
25,exigência de atestado de capacidade,search log,2,21823,21823_0,0.8838001489639282,,False
25,exigência de atestado de capacidade,search log,3,17967,17967_0,0.8781479597091675,,False
25,exigência de atestado de capacidade,search log,4,21934,21934_1,0.8763747215270996,,False
25,exigência de atestado de capacidade,search log,5,31667,31667_0,0.8762741088867188,,False
25,exigência de atestado de capacidade,search log,6,22805,22805_2,0.8742552399635315,,False
25,exigência de atestado de capacidade,search log,7,17952,17952_0,0.8712582588195801,,False
25,exigência de atestado de capacidade,search log,8,22148,22148_0,0.8710576295852661,,False
25,exigência de atestado de capacidade,search log,9,71125,71125_0,0.8705723285675049,,False
25,exigência de atestado de capacidade,search log,10,21831,21831_0,0.8695237636566162,,False
26,contrato com a administração pública,search log,1,34280,34280_1,0.856655478477478,,False
26,contrato com a administração pública,search log,2,18063,18063_0,0.8521273136138916,,False
26,contrato com a administração pública,search log,3,32600,32600_0,0.8490420579910278,,False
26,contrato com a administração pública,search log,4,32613,32613_0,0.8487744927406311,,False
26,contrato com a administração pública,search log,5,21117,21117_3,0.8487367630004883,,False
26,contrato com a administração pública,search log,6,34338,34338_1,0.8487301468849182,,False
26,contrato com a administração pública,search log,7,32614,32614_0,0.8486615419387817,,False
26,contrato com a administração pública,search log,8,9712,9712_0,0.8470794558525085,,False
26,contrato com a administração pública,search log,9,99153,99153_2,0.8465310335159302,,False
26,contrato com a administração pública,search log,10,31103,31103_0,0.8461157083511353,,False
27,inexigibilidade e singularidade,search log,1,34258,34258_2,0.8592857122421265,,False
27,inexigibilidade e singularidade,search log,2,33906,33906_0,0.8521742224693298,,False
27,inexigibilidade e singularidade,search log,3,39572,39572_0,0.8502970337867737,,False
27,inexigibilidade e singularidade,search log,4,31508,31508_0,0.8484569787979126,,False
27,inexigibilidade e singularidade,search log,5,18194,18194_0,0.8482608795166016,,False
27,inexigibilidade e singularidade,search log,6,52046,52046_3,0.8477922677993774,,False
27,inexigibilidade e singularidade,search log,7,18818,18818_0,0.8471602201461792,3.0,True
27,inexigibilidade e singularidade,search log,8,19385,19385_0,0.8469796180725098,3.0,True
27,inexigibilidade e singularidade,search log,9,32936,32936_0,0.8467159271240234,3.0,True
27,inexigibilidade e singularidade,search log,10,17844,17844_0,0.8444831967353821,,False
28,mera participação e epp,search log,1,34979,34979_0,0.8381131887435913,,False
28,mera participação e epp,search log,2,35284,35284_0,0.8322420120239258,2.0,True
28,mera participação e epp,search log,3,14516,14516_2,0.8317227363586426,,False
28,mera participação e epp,search log,4,35299,35299_0,0.8289331197738647,2.0,True
28,mera participação e epp,search log,5,41779,41779_0,0.8286164402961731,,False
28,mera participação e epp,search log,6,31766,31766_0,0.8281524181365967,,False
28,mera participação e epp,search log,7,52275,52275_0,0.8272939920425415,,False
28,mera participação e epp,search log,8,26468,26468_0,0.8269566297531128,,False
28,mera participação e epp,search log,9,45326,45326_2,0.8264201283454895,,False
28,mera participação e epp,search log,10,35285,35285_0,0.8263834714889526,,False
29,decisão judicial,search log,1,78174,78174_9,0.866102933883667,,False
29,decisão judicial,search log,2,29897,29897_1,0.858777642250061,,False
29,decisão judicial,search log,3,135731,135731_4,0.8563876748085022,,False
29,decisão judicial,search log,4,27972,27972_1,0.8559595942497253,,False
29,decisão judicial,search log,5,39847,39847_5,0.8556365966796875,,False
29,decisão judicial,search log,6,8214,8214_1,0.85453200340271,,False
29,decisão judicial,search log,7,33778,33778_1,0.8544771671295166,,False
29,decisão judicial,search log,8,27797,27797_2,0.8543484210968018,,False
29,decisão judicial,search log,9,19628,19628_0,0.8536461591720581,,False
29,decisão judicial,search log,10,25598,25598_1,0.8536240458488464,,False
30,fiscal de contrato,search log,1,18341,18341_0,0.8521285057067871,,False
30,fiscal de contrato,search log,2,11598,11598_1,0.8508920669555664,,False
30,fiscal de contrato,search log,3,34663,34663_2,0.8416692018508911,,False
30,fiscal de contrato,search log,4,32622,32622_0,0.8416136503219604,,False
30,fiscal de contrato,search log,5,34199,34199_0,0.8410143256187439,,False
30,fiscal de contrato,search log,6,32598,32598_0,0.8400055170059204,,False
30,fiscal de contrato,search log,7,31103,31103_0,0.8390277624130249,,False
30,fiscal de contrato,search log,8,18946,18946_0,0.838941216468811,,False
30,fiscal de contrato,search log,9,21114,21114_0,0.8381836414337158,,False
30,fiscal de contrato,search log,10,31065,31065_0,0.8373479247093201,,False
31,medida cautelar,search log,1,34105,34105_0,0.8569998145103455,,False
31,medida cautelar,search log,2,102455,102455_4,0.8562475442886353,3.0,True
31,medida cautelar,search log,3,32838,32838_0,0.8547611236572266,,False
31,medida cautelar,search log,4,27031,27031_0,0.8516223430633545,,False
31,medida cautelar,search log,5,33899,33899_0,0.8512988090515137,3.0,True
31,medida cautelar,search log,6,16966,16966_0,0.8499733209609985,,False
31,medida cautelar,search log,7,26458,26458_0,0.8490383625030518,,False
31,medida cautelar,search log,8,61882,61882_3,0.8487355709075928,,False
31,medida cautelar,search log,9,32811,32811_0,0.8485395908355713,,False
31,medida cautelar,search log,10,31394,31394_0,0.8485350608825684,,False
32,é possível a aplicação concomitante,search log,1,21117,21117_3,0.8333592414855957,,False
32,é possível a aplicação concomitante,search log,2,97899,97899_1,0.8307697772979736,,False
32,é possível a aplicação concomitante,search log,3,31856,31856_0,0.8304737210273743,,False
32,é possível a aplicação concomitante,search log,4,60727,60727_3,0.8291821479797363,,False
32,é possível a aplicação concomitante,search log,5,20477,20477_1,0.828667402267456,,False
32,é possível a aplicação concomitante,search log,6,17839,17839_0,0.8286216259002686,,False
32,é possível a aplicação concomitante,search log,7,118408,118408_5,0.8279362320899963,,False
32,é possível a aplicação concomitante,search log,8,18282,18282_1,0.8271447420120239,,False
32,é possível a aplicação concomitante,search log,9,15078,15078_0,0.8266503214836121,,False
32,é possível a aplicação concomitante,search log,10,34106,34106_0,0.8261551856994629,,False
33,reajuste de contrato,search log,1,32604,32604_0,0.8582716584205627,,False
33,reajuste de contrato,search log,2,83622,83622_4,0.8568195700645447,3.0,True
33,reajuste de contrato,search log,3,31108,31108_0,0.856718897819519,3.0,True
33,reajuste de contrato,search log,4,17821,17821_1,0.8566606044769287,3.0,True
33,reajuste de contrato,search log,5,19353,19353_0,0.8559277057647705,,False
33,reajuste de contrato,search log,6,34098,34098_0,0.8532490134239197,,False
33,reajuste de contrato,search log,7,33788,33788_0,0.8526749014854431,,False
33,reajuste de contrato,search log,8,31082,31082_1,0.8524900674819946,,False
33,reajuste de contrato,search log,9,34213,34213_0,0.8521921038627625,,False
33,reajuste de contrato,search log,10,17262,17262_0,0.8521161079406738,,False
34,publicidade e concurso público,search log,1,150303,150303_0,0.8595667481422424,,False
34,publicidade e concurso público,search log,2,33815,33815_0,0.8572930097579956,,False
34,publicidade e concurso público,search log,3,28888,28888_0,0.8549503684043884,,False
34,publicidade e concurso público,search log,4,19482,19482_1,0.8548111915588379,,False
34,publicidade e concurso público,search log,5,29378,29378_0,0.8541737794876099,,False
34,publicidade e concurso público,search log,6,8319,8319_0,0.8541114330291748,,False
34,publicidade e concurso público,search log,7,17183,17183_3,0.8540737628936768,,False
34,publicidade e concurso público,search log,8,33125,33125_0,0.8532308340072632,,False
34,publicidade e concurso público,search log,9,34280,34280_1,0.8531761169433594,,False
34,publicidade e concurso público,search log,10,75314,75314_0,0.8522434234619141,,False
35,falecimento e multa,search log,1,14815,14815_1,0.8498010635375977,3.0,True
35,falecimento e multa,search log,2,23232,23232_0,0.8493169546127319,,False
35,falecimento e multa,search log,3,23168,23168_0,0.8491166830062866,,False
35,falecimento e multa,search log,4,40931,40931_1,0.8479541540145874,,False
35,falecimento e multa,search log,5,16864,16864_0,0.8476017713546753,3.0,True
35,falecimento e multa,search log,6,26237,26237_0,0.8467469215393066,3.0,True
35,falecimento e multa,search log,7,35357,35357_0,0.8466176986694336,,False
35,falecimento e multa,search log,8,25484,25484_0,0.84635329246521,,False
35,falecimento e multa,search log,9,22997,22997_0,0.8462647199630737,,False
35,falecimento e multa,search log,10,23083,23083_0,0.8455620408058167,,False
36,independência das instâncias,search log,1,24,24_0,0.8547831773757935,,False
36,independência das instâncias,search log,2,17015,17015_0,0.8505138158798218,,False
36,independência das instâncias,search log,3,27935,27935_0,0.8498823642730713,3.0,True
36,independência das instâncias,search log,4,70993,70993_6,0.8488892912864685,,False
36,independência das instâncias,search log,5,27954,27954_0,0.8482191562652588,,False
36,independência das instâncias,search log,6,133284,133284_2,0.8469983339309692,,False
36,independência das instâncias,search log,7,27867,27867_0,0.8463461399078369,3.0,True
36,independência das instâncias,search log,8,25859,25859_2,0.8452869057655334,,False
36,independência das instâncias,search log,9,27835,27835_0,0.8442448377609253,,False
36,independência das instâncias,search log,10,15325,15325_1,0.8442063331604004,,False
37,planejamento estratégico,search log,1,28909,28909_2,0.8681168556213379,2.0,True
37,planejamento estratégico,search log,2,31481,31481_0,0.8651365041732788,1.0,True
37,planejamento estratégico,search log,3,28964,28964_1,0.8561459183692932,,False
37,planejamento estratégico,search log,4,32896,32896_0,0.8546959161758423,,False
37,planejamento estratégico,search log,5,28898,28898_0,0.8541258573532104,1.0,True
37,planejamento estratégico,search log,6,18459,18459_0,0.8515946269035339,,False
37,planejamento estratégico,search log,7,28975,28975_0,0.8500794172286987,,False
37,planejamento estratégico,search log,8,28974,28974_1,0.848957896232605,2.0,True
37,planejamento estratégico,search log,9,34326,34326_0,0.8480813503265381,,False
37,planejamento estratégico,search log,10,29395,29395_0,0.8474085330963135,,False
38,sistema s e licitação,search log,1,38337,38337_0,0.8651754856109619,,False
