query_id,source,pergunta,rank_final,doc_id,rank_rag,rank_graphrag,rrf_rag,rrf_graphrag,score_final_rrf,origem,qrel_score,julgado,relevante_binario
2,search log,restos a pagar,9,91275,9.0,10.0,0.014492753623188406,0.014285714285714285,0.02877846790890269,ambos,,False,False
2,search log,restos a pagar,10,33443,7.0,,0.014925373134328358,0.0,0.014925373134328358,rag,,False,False
3,search log,aditivo a contrato,1,17225,1.0,1.0,0.01639344262295082,0.01639344262295082,0.03278688524590164,ambos,2.0,True,True
3,search log,aditivo a contrato,2,20512,5.0,3.0,0.015384615384615385,0.015873015873015872,0.03125763125763126,ambos,,False,False
3,search log,aditivo a contrato,3,18057,3.0,6.0,0.015873015873015872,0.015151515151515152,0.031024531024531024,ambos,,False,False
3,search log,aditivo a contrato,4,17226,8.0,2.0,0.014705882352941176,0.016129032258064516,0.030834914611005692,ambos,,False,False
3,search log,aditivo a contrato,5,31123,4.0,8.0,0.015625,0.014705882352941176,0.030330882352941176,ambos,,False,False
3,search log,aditivo a contrato,6,81554,9.0,4.0,0.014492753623188406,0.015625,0.030117753623188408,ambos,,False,False
3,search log,aditivo a contrato,7,118408,6.0,7.0,0.015151515151515152,0.014925373134328358,0.03007688828584351,ambos,,False,False
3,search log,aditivo a contrato,8,18365,2.0,,0.016129032258064516,0.0,0.016129032258064516,rag,,False,False
3,search log,aditivo a contrato,9,81314,,5.0,0.0,0.015384615384615385,0.015384615384615385,graphrag,,False,False
3,search log,aditivo a contrato,10,17210,7.0,,0.014925373134328358,0.0,0.014925373134328358,rag,,False,False
4,search log,adesão a ata de registro de preços,1,16981,2.0,1.0,0.016129032258064516,0.01639344262295082,0.03252247488101534,ambos,3.0,True,True
4,search log,adesão a ata de registro de preços,2,20840,1.0,3.0,0.01639344262295082,0.015873015873015872,0.032266458495966696,ambos,,False,False
4,search log,adesão a ata de registro de preços,3,20860,6.0,2.0,0.015151515151515152,0.016129032258064516,0.03128054740957967,ambos,,False,False
4,search log,adesão a ata de registro de preços,4,62306,3.0,7.0,0.015873015873015872,0.014925373134328358,0.030798389007344232,ambos,3.0,True,True
4,search log,adesão a ata de registro de preços,5,52275,7.0,4.0,0.014925373134328358,0.015625,0.03055037313432836,ambos,,False,False
4,search log,adesão a ata de registro de preços,6,42169,10.0,5.0,0.014285714285714285,0.015384615384615385,0.02967032967032967,ambos,,False,False
4,search log,adesão a ata de registro de preços,7,45015,8.0,8.0,0.014705882352941176,0.014705882352941176,0.029411764705882353,ambos,3.0,True,True
4,search log,adesão a ata de registro de preços,8,4230,4.0,,0.015625,0.0,0.015625,rag,,False,False
4,search log,adesão a ata de registro de preços,9,14510,5.0,,0.015384615384615385,0.0,0.015384615384615385,rag,,False,False
4,search log,adesão a ata de registro de preços,10,50537,,6.0,0.0,0.015151515151515152,0.015151515151515152,graphrag,3.0,True,True
5,search log,sobrepreço e superfaturamento,1,53003,3.0,1.0,0.015873015873015872,0.01639344262295082,0.032266458495966696,ambos,3.0,True,True
5,search log,sobrepreço e superfaturamento,2,31126,2.0,6.0,0.016129032258064516,0.015151515151515152,0.03128054740957967,ambos,,False,False
5,search log,sobrepreço e superfaturamento,3,23515,6.0,2.0,0.015151515151515152,0.016129032258064516,0.03128054740957967,ambos,,False,False
5,search log,sobrepreço e superfaturamento,4,20990,4.0,5.0,0.015625,0.015384615384615385,0.031009615384615385,ambos,,False,False
5,search log,sobrepreço e superfaturamento,5,16262,1.0,9.0,0.01639344262295082,0.014492753623188406,0.030886196246139225,ambos,,False,False
5,search log,sobrepreço e superfaturamento,6,21100,7.0,3.0,0.014925373134328358,0.015873015873015872,0.030798389007344232,ambos,,False,False
5,search log,sobrepreço e superfaturamento,7,21172,9.0,4.0,0.014492753623188406,0.015625,0.030117753623188408,ambos,3.0,True,True
5,search log,sobrepreço e superfaturamento,8,17023,5.0,,0.015384615384615385,0.0,0.015384615384615385,rag,,False,False
5,search log,sobrepreço e superfaturamento,9,32637,,7.0,0.0,0.014925373134328358,0.014925373134328358,graphrag,,False,False
5,search log,sobrepreço e superfaturamento,10,21792,8.0,,0.014705882352941176,0.0,0.014705882352941176,rag,,False,False
6,search log,restrição a competitividade,1,17372,3.0,2.0,0.015873015873015872,0.016129032258064516,0.03200204813108039,ambos,3.0,True,True
6,search log,restrição a competitividade,2,17943,6.0,1.0,0.015151515151515152,0.01639344262295082,0.031544957774465976,ambos,,False,False
6,search log,restrição a competitividade,3,17917,1.0,8.0,0.01639344262295082,0.014705882352941176,0.031099324975891997,ambos,,False,False
6,search log,restrição a competitividade,4,20853,7.0,3.0,0.014925373134328358,0.015873015873015872,0.030798389007344232,ambos,,False,False
6,search log,restrição a competitividade,5,17391,2.0,10.0,0.016129032258064516,0.014285714285714285,0.0304147465437788,ambos,,False,False
6,search log,restrição a competitividade,6,21888,8.0,4.0,0.014705882352941176,0.015625,0.030330882352941176,ambos,,False,False
6,search log,restrição a competitividade,7,28863,4.0,9.0,0.015625,0.014492753623188406,0.030117753623188408,ambos,,False,False
6,search log,restrição a competitividade,8,16409,10.0,7.0,0.014285714285714285,0.014925373134328358,0.029211087420042643,ambos,,False,False
6,search log,restrição a competitividade,9,38349,5.0,,0.015384615384615385,0.0,0.015384615384615385,rag,,False,False
6,search log,restrição a competitividade,10,18286,,5.0,0.0,0.015384615384615385,0.015384615384615385,graphrag,,False,False
7,search log,acréscimos e supressões,1,49135,1.0,1.0,0.01639344262295082,0.01639344262295082,0.03278688524590164,ambos,,False,False
7,search log,acréscimos e supressões,2,18019,2.0,2.0,0.016129032258064516,0.016129032258064516,0.03225806451612903,ambos,,False,False
7,search log,acréscimos e supressões,3,17090,8.0,3.0,0.014705882352941176,0.015873015873015872,0.03057889822595705,ambos,,False,False
7,search log,acréscimos e supressões,4,18359,7.0,5.0,0.014925373134328358,0.015384615384615385,0.030309988518943745,ambos,3.0,True,True
7,search log,acréscimos e supressões,5,18936,6.0,6.0,0.015151515151515152,0.015151515151515152,0.030303030303030304,ambos,,False,False
7,search log,acréscimos e supressões,6,11604,3.0,10.0,0.015873015873015872,0.014285714285714285,0.030158730158730156,ambos,,False,False
7,search log,acréscimos e supressões,7,17022,5.0,8.0,0.015384615384615385,0.014705882352941176,0.030090497737556562,ambos,3.0,True,True
7,search log,acréscimos e supressões,8,17249,10.0,4.0,0.014285714285714285,0.015625,0.029910714285714284,ambos,,False,False
7,search log,acréscimos e supressões,9,32639,4.0,,0.015625,0.0,0.015625,rag,3.0,True,True
7,search log,acréscimos e supressões,10,18018,,7.0,0.0,0.014925373134328358,0.014925373134328358,graphrag,,False,False
8,search log,obras e serviços de engenharia,1,31531,1.0,3.0,0.01639344262295082,0.015873015873015872,0.032266458495966696,ambos,,False,False
8,search log,obras e serviços de engenharia,2,31612,2.0,2.0,0.016129032258064516,0.016129032258064516,0.03225806451612903,ambos,,False,False
8,search log,obras e serviços de engenharia,3,31633,7.0,1.0,0.014925373134328358,0.01639344262295082,0.03131881575727918,ambos,,False,False
8,search log,obras e serviços de engenharia,4,11626,4.0,5.0,0.015625,0.015384615384615385,0.031009615384615385,ambos,,False,False
8,search log,obras e serviços de engenharia,5,189,8.0,4.0,0.014705882352941176,0.015625,0.030330882352941176,ambos,,False,False
8,search log,obras e serviços de engenharia,6,11653,6.0,10.0,0.015151515151515152,0.014285714285714285,0.029437229437229435,ambos,,False,False
8,search log,obras e serviços de engenharia,7,40157,10.0,6.0,0.014285714285714285,0.015151515151515152,0.029437229437229435,ambos,,False,False
8,search log,obras e serviços de engenharia,8,135712,9.0,7.0,0.014492753623188406,0.014925373134328358,0.029418126757516764,ambos,3.0,True,True
8,search log,obras e serviços de engenharia,9,21114,3.0,,0.015873015873015872,0.0,0.015873015873015872,rag,,False,False
8,search log,obras e serviços de engenharia,10,161,5.0,,0.015384615384615385,0.0,0.015384615384615385,rag,,False,False
9,search log,fiscalizacao de contratos,1,18375,3.0,1.0,0.015873015873015872,0.01639344262295082,0.032266458495966696,ambos,,False,False
9,search log,fiscalizacao de contratos,2,32641,4.0,3.0,0.015625,0.015873015873015872,0.03149801587301587,ambos,,False,False
9,search log,fiscalizacao de contratos,3,21114,2.0,6.0,0.016129032258064516,0.015151515151515152,0.03128054740957967,ambos,,False,False
9,search log,fiscalizacao de contratos,4,53626,6.0,2.0,0.015151515151515152,0.016129032258064516,0.03128054740957967,ambos,,False,False
9,search log,fiscalizacao de contratos,5,18341,1.0,8.0,0.01639344262295082,0.014705882352941176,0.031099324975891997,ambos,,False,False
9,search log,fiscalizacao de contratos,6,33812,5.0,4.0,0.015384615384615385,0.015625,0.031009615384615385,ambos,,False,False
9,search log,fiscalizacao de contratos,7,21109,9.0,5.0,0.014492753623188406,0.015384615384615385,0.029877369007803793,ambos,,False,False
9,search log,fiscalizacao de contratos,8,53417,8.0,7.0,0.014705882352941176,0.014925373134328358,0.029631255487269532,ambos,,False,False
9,search log,fiscalizacao de contratos,9,83623,7.0,9.0,0.014925373134328358,0.014492753623188406,0.029418126757516764,ambos,,False,False
9,search log,fiscalizacao de contratos,10,19355,10.0,,0.014285714285714285,0.0,0.014285714285714285,rag,3.0,True,True
10,search log,diarias e passagens,1,32385,1.0,2.0,0.01639344262295082,0.016129032258064516,0.03252247488101534,ambos,3.0,True,True
10,search log,diarias e passagens,2,30086,3.0,1.0,0.015873015873015872,0.01639344262295082,0.032266458495966696,ambos,3.0,True,True
10,search log,diarias e passagens,3,30890,2.0,4.0,0.016129032258064516,0.015625,0.031754032258064516,ambos,,False,False
10,search log,diarias e passagens,4,30370,8.0,3.0,0.014705882352941176,0.015873015873015872,0.03057889822595705,ambos,,False,False
10,search log,diarias e passagens,5,30881,4.0,8.0,0.015625,0.014705882352941176,0.030330882352941176,ambos,,False,False
10,search log,diarias e passagens,6,14250,5.0,7.0,0.015384615384615385,0.014925373134328358,0.030309988518943745,ambos,,False,False
10,search log,diarias e passagens,7,30369,7.0,5.0,0.014925373134328358,0.015384615384615385,0.030309988518943745,ambos,,False,False
10,search log,diarias e passagens,8,30371,10.0,6.0,0.014285714285714285,0.015151515151515152,0.029437229437229435,ambos,,False,False
10,search log,diarias e passagens,9,46900,6.0,,0.015151515151515152,0.0,0.015151515151515152,rag,,False,False
10,search log,diarias e passagens,10,34050,9.0,,0.014492753623188406,0.0,0.014492753623188406,rag,,False,False
11,search log,bens e serviços comuns,1,18827,4.0,2.0,0.015625,0.016129032258064516,0.031754032258064516,ambos,,False,False
11,search log,bens e serviços comuns,2,34287,6.0,1.0,0.015151515151515152,0.01639344262295082,0.031544957774465976,ambos,,False,False
11,search log,bens e serviços comuns,3,18871,3.0,4.0,0.015873015873015872,0.015625,0.03149801587301587,ambos,,False,False
11,search log,bens e serviços comuns,4,114574,2.0,7.0,0.016129032258064516,0.014925373134328358,0.031054405392392875,ambos,,False,False
11,search log,bens e serviços comuns,5,33912,1.0,9.0,0.01639344262295082,0.014492753623188406,0.030886196246139225,ambos,,False,False
11,search log,bens e serviços comuns,6,18274,7.0,3.0,0.014925373134328358,0.015873015873015872,0.030798389007344232,ambos,,False,False
11,search log,bens e serviços comuns,7,17906,9.0,5.0,0.014492753623188406,0.015384615384615385,0.029877369007803793,ambos,,False,False
11,search log,bens e serviços comuns,8,31280,10.0,10.0,0.014285714285714285,0.014285714285714285,0.02857142857142857,ambos,,False,False
11,search log,bens e serviços comuns,9,15071,5.0,,0.015384615384615385,0.0,0.015384615384615385,rag,,False,False
11,search log,bens e serviços comuns,10,17902,,6.0,0.0,0.015151515151515152,0.015151515151515152,graphrag,,False,False
12,search log,parcelas de maior relevância e valor significativo,1,29536,4.0,1.0,0.015625,0.01639344262295082,0.032018442622950824,ambos,,False,False
12,search log,parcelas de maior relevância e valor significativo,2,34276,1.0,5.0,0.01639344262295082,0.015384615384615385,0.03177805800756621,ambos,,False,False
12,search log,parcelas de maior relevância e valor significativo,3,34027,3.0,4.0,0.015873015873015872,0.015625,0.03149801587301587,ambos,,False,False
12,search log,parcelas de maior relevância e valor significativo,4,29523,6.0,2.0,0.015151515151515152,0.016129032258064516,0.03128054740957967,ambos,,False,False
12,search log,parcelas de maior relevância e valor significativo,5,25999,2.0,9.0,0.016129032258064516,0.014492753623188406,0.030621785881252923,ambos,,False,False
12,search log,parcelas de maior relevância e valor significativo,6,25971,10.0,3.0,0.014285714285714285,0.015873015873015872,0.030158730158730156,ambos,,False,False
12,search log,parcelas de maior relevância e valor significativo,7,19664,5.0,8.0,0.015384615384615385,0.014705882352941176,0.030090497737556562,ambos,,False,False
12,search log,parcelas de maior relevância e valor significativo,8,34294,9.0,6.0,0.014492753623188406,0.015151515151515152,0.02964426877470356,ambos,,False,False
12,search log,parcelas de maior relevância e valor significativo,9,33077,8.0,7.0,0.014705882352941176,0.014925373134328358,0.029631255487269532,ambos,3.0,True,True
12,search log,parcelas de maior relevância e valor significativo,10,33874,7.0,10.0,0.014925373134328358,0.014285714285714285,0.029211087420042643,ambos,,False,False
13,search log,despesa sem cobertura contratual,1,18112,2.0,1.0,0.016129032258064516,0.01639344262295082,0.03252247488101534,ambos,,False,False
13,search log,despesa sem cobertura contratual,2,18924,1.0,3.0,0.01639344262295082,0.015873015873015872,0.032266458495966696,ambos,3.0,True,True
13,search log,despesa sem cobertura contratual,3,18106,4.0,2.0,0.015625,0.016129032258064516,0.031754032258064516,ambos,,False,False
13,search log,despesa sem cobertura contratual,4,18454,5.0,4.0,0.015384615384615385,0.015625,0.031009615384615385,ambos,,False,False
13,search log,despesa sem cobertura contratual,5,34114,3.0,8.0,0.015873015873015872,0.014705882352941176,0.03057889822595705,ambos,,False,False
13,search log,despesa sem cobertura contratual,6,17122,8.0,5.0,0.014705882352941176,0.015384615384615385,0.030090497737556562,ambos,,False,False
13,search log,despesa sem cobertura contratual,7,30326,6.0,7.0,0.015151515151515152,0.014925373134328358,0.03007688828584351,ambos,,False,False
13,search log,despesa sem cobertura contratual,8,11601,10.0,6.0,0.014285714285714285,0.015151515151515152,0.029437229437229435,ambos,,False,False
13,search log,despesa sem cobertura contratual,9,31111,7.0,10.0,0.014925373134328358,0.014285714285714285,0.029211087420042643,ambos,,False,False
13,search log,despesa sem cobertura contratual,10,17258,9.0,9.0,0.014492753623188406,0.014492753623188406,0.028985507246376812,ambos,,False,False
14,search log,decreto-lei 4.657/1942,1,24260,1.0,2.0,0.01639344262295082,0.016129032258064516,0.03252247488101534,ambos,,False,False
14,search log,decreto-lei 4.657/1942,2,25436,2.0,1.0,0.016129032258064516,0.01639344262295082,0.03252247488101534,ambos,,False,False
14,search log,decreto-lei 4.657/1942,3,35551,7.0,4.0,0.014925373134328358,0.015625,0.03055037313432836,ambos,,False,False
14,search log,decreto-lei 4.657/1942,4,134978,5.0,6.0,0.015384615384615385,0.015151515151515152,0.030536130536130537,ambos,,False,False
14,search log,decreto-lei 4.657/1942,5,31897,9.0,3.0,0.014492753623188406,0.015873015873015872,0.03036576949620428,ambos,,False,False
14,search log,decreto-lei 4.657/1942,6,11614,4.0,8.0,0.015625,0.014705882352941176,0.030330882352941176,ambos,,False,False
14,search log,decreto-lei 4.657/1942,7,32493,3.0,10.0,0.015873015873015872,0.014285714285714285,0.030158730158730156,ambos,,False,False
14,search log,decreto-lei 4.657/1942,8,16278,8.0,5.0,0.014705882352941176,0.015384615384615385,0.030090497737556562,ambos,,False,False
14,search log,decreto-lei 4.657/1942,9,92532,6.0,9.0,0.015151515151515152,0.014492753623188406,0.02964426877470356,ambos,,False,False
14,search log,decreto-lei 4.657/1942,10,18404,10.0,7.0,0.014285714285714285,0.014925373134328358,0.029211087420042643,ambos,,False,False
15,search log,contas e materialidade,1,35441,2.0,1.0,0.016129032258064516,0.01639344262295082,0.03252247488101534,ambos,,False,False
15,search log,contas e materialidade,2,31430,1.0,6.0,0.01639344262295082,0.015151515151515152,0.031544957774465976,ambos,,False,False
15,search log,contas e materialidade,3,17289,3.0,8.0,0.015873015873015872,0.014705882352941176,0.03057889822595705,ambos,,False,False
15,search log,contas e materialidade,4,31558,4.0,7.0,0.015625,0.014925373134328358,0.03055037313432836,ambos,,False,False
15,search log,contas e materialidade,5,32440,10.0,2.0,0.014285714285714285,0.016129032258064516,0.0304147465437788,ambos,,False,False
15,search log,contas e materialidade,6,19368,9.0,3.0,0.014492753623188406,0.015873015873015872,0.03036576949620428,ambos,,False,False
15,search log,contas e materialidade,7,32737,8.0,5.0,0.014705882352941176,0.015384615384615385,0.030090497737556562,ambos,3.0,True,True
15,search log,contas e materialidade,8,18437,,4.0,0.0,0.015625,0.015625,graphrag,,False,False
15,search log,contas e materialidade,9,9790,5.0,,0.015384615384615385,0.0,0.015384615384615385,rag,,False,False
15,search log,contas e materialidade,10,59541,6.0,,0.015151515151515152,0.0,0.015151515151515152,rag,,False,False
16,search log,inexequibilidade e comprovação,1,32920,1.0,5.0,0.01639344262295082,0.015384615384615385,0.03177805800756621,ambos,,False,False
16,search log,inexequibilidade e comprovação,2,32964,5.0,1.0,0.015384615384615385,0.01639344262295082,0.03177805800756621,ambos,,False,False
16,search log,inexequibilidade e comprovação,3,19404,4.0,2.0,0.015625,0.016129032258064516,0.031754032258064516,ambos,3.0,True,True
16,search log,inexequibilidade e comprovação,4,39572,2.0,6.0,0.016129032258064516,0.015151515151515152,0.03128054740957967,ambos,,False,False
16,search log,inexequibilidade e comprovação,5,31583,7.0,3.0,0.014925373134328358,0.015873015873015872,0.030798389007344232,ambos,,False,False
16,search log,inexequibilidade e comprovação,6,27097,3.0,9.0,0.015873015873015872,0.014492753623188406,0.03036576949620428,ambos,,False,False
16,search log,inexequibilidade e comprovação,7,18215,6.0,7.0,0.015151515151515152,0.014925373134328358,0.03007688828584351,ambos,,False,False
16,search log,inexequibilidade e comprovação,8,17234,9.0,8.0,0.014492753623188406,0.014705882352941176,0.02919863597612958,ambos,1.0,True,True
16,search log,inexequibilidade e comprovação,9,18886,,4.0,0.0,0.015625,0.015625,graphrag,,False,False
16,search log,inexequibilidade e comprovação,10,25585,8.0,,0.014705882352941176,0.0,0.014705882352941176,rag,,False,False
17,search log,impedimento de licitar e contratar,1,32963,1.0,3.0,0.01639344262295082,0.015873015873015872,0.032266458495966696,ambos,,False,False
17,search log,impedimento de licitar e contratar,2,106479,3.0,1.0,0.015873015873015872,0.01639344262295082,0.032266458495966696,ambos,,False,False
17,search log,impedimento de licitar e contratar,3,21869,2.0,4.0,0.016129032258064516,0.015625,0.031754032258064516,ambos,,False,False
17,search log,impedimento de licitar e contratar,4,18884,6.0,2.0,0.015151515151515152,0.016129032258064516,0.03128054740957967,ambos,,False,False
17,search log,impedimento de licitar e contratar,5,40299,4.0,8.0,0.015625,0.014705882352941176,0.030330882352941176,ambos,,False,False
17,search log,impedimento de licitar e contratar,6,21908,7.0,5.0,0.014925373134328358,0.015384615384615385,0.030309988518943745,ambos,,False,False
17,search log,impedimento de licitar e contratar,7,18848,8.0,7.0,0.014705882352941176,0.014925373134328358,0.029631255487269532,ambos,,False,False
17,search log,impedimento de licitar e contratar,8,9718,9.0,9.0,0.014492753623188406,0.014492753623188406,0.028985507246376812,ambos,,False,False
17,search log,impedimento de licitar e contratar,9,25267,5.0,,0.015384615384615385,0.0,0.015384615384615385,rag,,False,False
17,search log,impedimento de licitar e contratar,10,17953,,6.0,0.0,0.015151515151515152,0.015151515151515152,graphrag,,False,False
18,search log,aditivo e obra,1,17225,1.0,2.0,0.01639344262295082,0.016129032258064516,0.03252247488101534,ambos,,False,False
18,search log,aditivo e obra,2,81314,2.0,1.0,0.016129032258064516,0.01639344262295082,0.03252247488101534,ambos,3.0,True,True
18,search log,aditivo e obra,3,81554,3.0,3.0,0.015873015873015872,0.015873015873015872,0.031746031746031744,ambos,,False,False
18,search log,aditivo e obra,4,18057,6.0,6.0,0.015151515151515152,0.015151515151515152,0.030303030303030304,ambos,,False,False
18,search log,aditivo e obra,5,17219,8.0,5.0,0.014705882352941176,0.015384615384615385,0.030090497737556562,ambos,,False,False
18,search log,aditivo e obra,6,20511,10.0,4.0,0.014285714285714285,0.015625,0.029910714285714284,ambos,,False,False
18,search log,aditivo e obra,7,18018,7.0,8.0,0.014925373134328358,0.014705882352941176,0.029631255487269532,ambos,,False,False
18,search log,aditivo e obra,8,32643,4.0,,0.015625,0.0,0.015625,rag,3.0,True,True
18,search log,aditivo e obra,9,18380,5.0,,0.015384615384615385,0.0,0.015384615384615385,rag,,False,False
18,search log,aditivo e obra,10,20512,,7.0,0.0,0.014925373134328358,0.014925373134328358,graphrag,,False,False
19,search log,fraude a licitacao,1,35186,2.0,3.0,0.016129032258064516,0.015873015873015872,0.03200204813108039,ambos,3.0,True,True
19,search log,fraude a licitacao,2,35539,1.0,5.0,0.01639344262295082,0.015384615384615385,0.03177805800756621,ambos,,False,False
19,search log,fraude a licitacao,3,34701,3.0,4.0,0.015873015873015872,0.015625,0.03149801587301587,ambos,,False,False
19,search log,fraude a licitacao,4,67158,7.0,1.0,0.014925373134328358,0.01639344262295082,0.03131881575727918,ambos,,False,False
19,search log,fraude a licitacao,5,35283,4.0,7.0,0.015625,0.014925373134328358,0.03055037313432836,ambos,,False,False
19,search log,fraude a licitacao,6,104486,10.0,2.0,0.014285714285714285,0.016129032258064516,0.0304147465437788,ambos,,False,False
19,search log,fraude a licitacao,7,35375,9.0,10.0,0.014492753623188406,0.014285714285714285,0.02877846790890269,ambos,,False,False
19,search log,fraude a licitacao,8,18877,5.0,,0.015384615384615385,0.0,0.015384615384615385,rag,,False,False
19,search log,fraude a licitacao,9,34698,6.0,,0.015151515151515152,0.0,0.015151515151515152,rag,,False,False
19,search log,fraude a licitacao,10,131055,,6.0,0.0,0.015151515151515152,0.015151515151515152,graphrag,3.0,True,True
20,search log,auditoria interna,1,55315,2.0,1.0,0.016129032258064516,0.01639344262295082,0.03252247488101534,ambos,3.0,True,True
20,search log,auditoria interna,2,50987,1.0,3.0,0.01639344262295082,0.015873015873015872,0.032266458495966696,ambos,3.0,True,True
20,search log,auditoria interna,3,28961,3.0,2.0,0.015873015873015872,0.016129032258064516,0.03200204813108039,ambos,2.0,True,True
20,search log,auditoria interna,4,39237,5.0,4.0,0.015384615384615385,0.015625,0.031009615384615385,ambos,,False,False
20,search log,auditoria interna,5,75365,4.0,8.0,0.015625,0.014705882352941176,0.030330882352941176,ambos,,False,False
20,search log,auditoria interna,6,34284,8.0,6.0,0.014705882352941176,0.015151515151515152,0.029857397504456328,ambos,,False,False
20,search log,auditoria interna,7,18113,10.0,5.0,0.014285714285714285,0.015384615384615385,0.02967032967032967,ambos,,False,False
20,search log,auditoria interna,8,17700,6.0,10.0,0.015151515151515152,0.014285714285714285,0.029437229437229435,ambos,,False,False
20,search log,auditoria interna,9,31260,7.0,9.0,0.014925373134328358,0.014492753623188406,0.029418126757516764,ambos,,False,False
20,search log,auditoria interna,10,23577,9.0,7.0,0.014492753623188406,0.014925373134328358,0.029418126757516764,ambos,,False,False
21,search log,fracionamento de despesas,1,21122,1.0,1.0,0.01639344262295082,0.01639344262295082,0.03278688524590164,ambos,,False,False
21,search log,fracionamento de despesas,2,33031,2.0,3.0,0.016129032258064516,0.015873015873015872,0.03200204813108039,ambos,,False,False
21,search log,fracionamento de despesas,3,21081,5.0,2.0,0.015384615384615385,0.016129032258064516,0.0315136476426799,ambos,,False,False
21,search log,fracionamento de despesas,4,31620,3.0,6.0,0.015873015873015872,0.015151515151515152,0.031024531024531024,ambos,,False,False
21,search log,fracionamento de despesas,5,32883,4.0,10.0,0.015625,0.014285714285714285,0.029910714285714284,ambos,,False,False
21,search log,fracionamento de despesas,6,31638,7.0,7.0,0.014925373134328358,0.014925373134328358,0.029850746268656716,ambos,,False,False
21,search log,fracionamento de despesas,7,31590,,4.0,0.0,0.015625,0.015625,graphrag,,False,False
21,search log,fracionamento de despesas,8,31640,,5.0,0.0,0.015384615384615385,0.015384615384615385,graphrag,,False,False
21,search log,fracionamento de despesas,9,31428,6.0,,0.015151515151515152,0.0,0.015151515151515152,rag,,False,False
21,search log,fracionamento de despesas,10,31621,8.0,,0.014705882352941176,0.0,0.014705882352941176,rag,,False,False
22,search log,novo e improrrogável prazo,1,27062,2.0,1.0,0.016129032258064516,0.01639344262295082,0.03252247488101534,ambos,,False,False
22,search log,novo e improrrogável prazo,2,27773,6.0,2.0,0.015151515151515152,0.016129032258064516,0.03128054740957967,ambos,,False,False
22,search log,novo e improrrogável prazo,3,37248,7.0,3.0,0.014925373134328358,0.015873015873015872,0.030798389007344232,ambos,,False,False
22,search log,novo e improrrogável prazo,4,15202,5.0,5.0,0.015384615384615385,0.015384615384615385,0.03076923076923077,ambos,,False,False
22,search log,novo e improrrogável prazo,5,32795,3.0,8.0,0.015873015873015872,0.014705882352941176,0.03057889822595705,ambos,,False,False
22,search log,novo e improrrogável prazo,6,32812,8.0,4.0,0.014705882352941176,0.015625,0.030330882352941176,ambos,,False,False
22,search log,novo e improrrogável prazo,7,27141,10.0,6.0,0.014285714285714285,0.015151515151515152,0.029437229437229435,ambos,,False,False
22,search log,novo e improrrogável prazo,8,27044,1.0,,0.01639344262295082,0.0,0.01639344262295082,rag,,False,False
22,search log,novo e improrrogável prazo,9,16121,4.0,,0.015625,0.0,0.015625,rag,,False,False
22,search log,novo e improrrogável prazo,10,117487,,7.0,0.0,0.014925373134328358,0.014925373134328358,graphrag,,False,False
23,search log,inidoneidade de licitante,1,35515,1.0,2.0,0.01639344262295082,0.016129032258064516,0.03252247488101534,ambos,,False,False
