query_id,p_at_10_rag,r_at_10_rag,mrr_at_10_rag,ndcg_at_10_rag,p_at_10_graphrag,r_at_10_graphrag,mrr_at_10_graphrag,ndcg_at_10_graphrag,source,pergunta,delta_p_at_10,vencedor_p_at_10,delta_r_at_10,vencedor_r_at_10,delta_mrr_at_10,vencedor_mrr_at_10,delta_ndcg_at_10,vencedor_ndcg_at_10
28,0.2,0.1818181818181818,0.5,0.1806407520095203,0.4,0.3636363636363636,0.5,0.4126171234195185,search log,mera participação e epp,0.2,GraphRAG,0.1818181818181818,GraphRAG,0.0,Empate,0.23197637140999822,GraphRAG
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,search log,decisão judicial,0.0,Empate,0.0,Empate,0.0,Empate,0.0,Empate
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,search log,fiscal de contrato,0.0,Empate,0.0,Empate,0.0,Empate,0.0,Empate
31,0.2,0.1538461538461538,0.5,0.2527963555042372,0.2,0.1538461538461538,0.25,0.1897644188006705,search log,medida cautelar,0.0,Empate,0.0,Empate,-0.25,RAG,-0.06303193670356669,RAG
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,search log,é possível a aplicação concomitante,0.0,Empate,0.0,Empate,0.0,Empate,0.0,Empate
33,0.3,0.25,0.5,0.3566630836808567,0.3,0.25,1.0,0.4608514610679894,search log,reajuste de contrato,0.0,Empate,0.0,Empate,0.5,GraphRAG,0.10418837738713271,GraphRAG
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,search log,publicidade e concurso público,0.0,Empate,0.0,Empate,0.0,Empate,0.0,Empate
35,0.3,0.2727272727272727,1.0,0.3836331529183764,0.3,0.2727272727272727,1.0,0.3628869103342175,search log,falecimento e multa,0.0,Empate,0.0,Empate,0.0,Empate,-0.020746242584158914,RAG
36,0.2,0.2,0.3333333333333333,0.1903291720738826,0.4,0.4,1.0,0.520678483059474,search log,independência das instâncias,0.2,GraphRAG,0.2,GraphRAG,0.6666666666666667,GraphRAG,0.33034931098559134,GraphRAG
37,0.4,0.2666666666666666,1.0,0.5135299778454189,0.4,0.2666666666666666,1.0,0.5978874945059731,search log,planejamento estratégico,0.0,Empate,0.0,Empate,0.0,Empate,0.08435751666055424,GraphRAG
38,0.1,0.0666666666666666,0.1666666666666666,0.1044285097114402,0.1,0.0666666666666666,0.2,0.1134128215243988,search log,sistema s e licitação,0.0,Empate,0.0,Empate,0.03333333333333341,GraphRAG,0.008984311812958598,GraphRAG
39,0.2,0.1538461538461538,1.0,0.387729263062234,0.2,0.1538461538461538,0.5,0.2292391902624815,search log,citação e validade,0.0,Empate,0.0,Empate,-0.5,RAG,-0.1584900727997525,RAG
40,0.1,0.0833333333333333,0.125,0.1095668669408403,0.1,0.0833333333333333,0.1428571428571428,0.115772916948491,search log,multa a particulares,0.0,Empate,0.0,Empate,0.017857142857142794,GraphRAG,0.006206050007650704,GraphRAG
41,0.0,0.0,0.0,0.0,0.1,0.0666666666666666,0.1428571428571428,0.076131668829553,search log,licitação e preço de mercado,0.1,GraphRAG,0.0666666666666666,GraphRAG,0.1428571428571428,GraphRAG,0.076131668829553,GraphRAG
42,0.0,0.0,0.0,0.0,0.2,0.1333333333333333,0.2,0.213565886210738,search log,edital modificação,0.2,GraphRAG,0.1333333333333333,GraphRAG,0.2,GraphRAG,0.213565886210738,GraphRAG
43,0.8,0.5333333333333333,1.0,0.7941486871061263,0.8,0.5333333333333333,1.0,0.8107695470087684,search log,padronização marca,0.0,Empate,0.0,Empate,0.0,Empate,0.01662085990264206,GraphRAG
44,0.2,0.2,0.5,0.1747075476164752,0.2,0.2,0.1111111111111111,0.0887427444143247,search log,interesse recíproco,0.0,Empate,0.0,Empate,-0.3888888888888889,RAG,-0.0859648032021505,RAG
45,0.2,0.1428571428571428,1.0,0.3589542101716347,0.2,0.1428571428571428,1.0,0.3589542101716347,search log,pesquisa de preços,0.0,Empate,0.0,Empate,0.0,Empate,0.0,Empate
46,0.2,0.1428571428571428,0.3333333333333333,0.2025527526628187,0.2,0.1428571428571428,0.25,0.174496044105239,search log,planilha de custos e formação de preços,0.0,Empate,0.0,Empate,-0.08333333333333331,RAG,-0.02805670855757969,RAG
47,0.3,0.2727272727272727,0.5,0.4327728113994954,0.3,0.2727272727272727,0.5,0.439041046003353,search log,publicidade e propaganda,0.0,Empate,0.0,Empate,0.0,Empate,0.006268234603857559,GraphRAG
48,0.5,0.4166666666666667,1.0,0.6538118379824718,0.5,0.4166666666666667,1.0,0.5989230265309271,search log,processo seletivo e sistema s,0.0,Empate,0.0,Empate,0.0,Empate,-0.05488881145154467,RAG
49,0.1,0.0666666666666666,1.0,0.1064483705933263,0.1,0.0666666666666666,0.25,0.0458448178596547,search log,modalidade de licitação,0.0,Empate,0.0,Empate,-0.75,RAG,-0.06060355273367161,RAG
50,0.3,0.2727272727272727,0.5,0.2942108957846409,0.5,0.4545454545454545,0.25,0.3939235523790205,search log,antecipação de pagamento,0.2,GraphRAG,0.18181818181818177,GraphRAG,-0.25,RAG,0.09971265659437961,GraphRAG
51,0.4,0.3636363636363636,0.2,0.2544117885215828,0.4,0.3636363636363636,0.25,0.2174293914087968,expression from LLM question,concessão remunerada de uso de bens públicos modalidade,0.0,Empate,0.0,Empate,0.04999999999999999,GraphRAG,-0.036982397112786,RAG
52,0.2,0.1538461538461538,1.0,0.3148801306676309,0.2,0.1538461538461538,0.5,0.2336508082431053,expression from LLM question,citação válida falecimento,0.0,Empate,0.0,Empate,-0.5,RAG,-0.08122932242452557,RAG
53,0.4,0.3333333333333333,0.5,0.419192943120785,0.5,0.4166666666666667,0.5,0.4205367493336354,expression from LLM question,garantia contratual patrimônio líquido mínimo,0.09999999999999998,GraphRAG,0.08333333333333337,GraphRAG,0.0,Empate,0.001343806212850407,GraphRAG
54,0.4,0.4,0.3333333333333333,0.2701961443956853,0.4,0.4,0.5,0.3031861481624935,expression from LLM question,garantia de participação patrimônio líquido mínimo,0.0,Empate,0.0,Empate,0.16666666666666669,GraphRAG,0.03299000376680822,GraphRAG
55,0.1,0.0909090909090909,1.0,0.1474688619215497,0.1,0.0909090909090909,0.5,0.0930424927116266,expression from LLM question,despesas sem cobertura contratual multa,0.0,Empate,0.0,Empate,-0.5,RAG,-0.05442636920992311,RAG
56,0.4,0.3636363636363636,1.0,0.6710832076847897,0.7,0.6363636363636364,0.5,0.6916885298857512,expression from LLM question,uso de áreas comerciais em aeroportos pregão,0.29999999999999993,GraphRAG,0.27272727272727276,GraphRAG,-0.5,RAG,0.020605322200961562,GraphRAG
57,0.2,0.1538461538461538,1.0,0.6506868839141511,0.3,0.2307692307692307,1.0,0.627585410874082,expression from LLM question,cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação,0.09999999999999998,GraphRAG,0.0769230769230769,GraphRAG,0.0,Empate,-0.023101473040069043,RAG
58,0.1,0.0833333333333333,0.5,0.0854362796818659,0.0,0.0,0.0,0.0,expression from LLM question,capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação,-0.1,RAG,-0.0833333333333333,RAG,-0.5,RAG,-0.0854362796818659,RAG
59,0.1,0.0833333333333333,0.3333333333333333,0.1502212096916958,0.2,0.1666666666666666,0.2,0.1315155289360149,expression from LLM question,extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços,0.1,GraphRAG,0.0833333333333333,GraphRAG,-0.1333333333333333,RAG,-0.01870568075568091,RAG
60,0.0,0.0,0.0,0.0,0.1,0.0833333333333333,0.2,0.0919684943720866,expression from LLM question,responsabilidade do gestor sucessor omissão do antecessor,0.1,GraphRAG,0.0833333333333333,GraphRAG,0.2,GraphRAG,0.0919684943720866,GraphRAG
61,0.3,0.2307692307692307,1.0,0.4100917144568355,0.3,0.2307692307692307,1.0,0.2771227553683631,expression from LLM question,projeto de parceria público-privada modalidade,0.0,Empate,0.0,Empate,0.0,Empate,-0.1329689590884724,RAG
62,0.3,0.25,1.0,0.1227348166072523,0.4,0.3333333333333333,1.0,0.1976191654536486,expression from LLM question,objeto do certame contrato social licitante,0.10000000000000003,GraphRAG,0.08333333333333331,GraphRAG,0.0,Empate,0.0748843488463963,GraphRAG
63,0.4,0.2666666666666666,1.0,0.4635652505377661,0.5,0.3333333333333333,0.3333333333333333,0.4211782870687823,expression from LLM question,responsabilidade gestão dos recursos Fundo Municipal de Saúde,0.09999999999999998,GraphRAG,0.06666666666666671,GraphRAG,-0.6666666666666667,RAG,-0.042386963468983796,RAG
64,0.4,0.3076923076923077,1.0,0.3923027595111151,0.2,0.1538461538461538,0.5,0.2203074971970289,expression from LLM question,pesquisa de mercado orçamento fornecedores,-0.2,RAG,-0.1538461538461539,RAG,-0.5,RAG,-0.17199526231408618,RAG
65,0.2,0.1428571428571428,1.0,0.3233285499960588,0.2,0.1428571428571428,0.5,0.2468086196975095,expression from LLM question,pesquisa de preços obrigatória em licitações,0.0,Empate,0.0,Empate,-0.5,RAG,-0.07651993029854931,RAG
66,0.1,0.1,0.5,0.1441012051608411,0.1,0.1,0.1111111111111111,0.068753747812956,expression from LLM question,vantajosidade adesão à ata,0.0,Empate,0.0,Empate,-0.3888888888888889,RAG,-0.0753474573478851,RAG
67,0.3,0.3,0.3333333333333333,0.2685529228900211,0.3,0.3,1.0,0.4537425745411854,expression from LLM question,compensação entre acréscimos e supressões contratos administrativos,0.0,Empate,0.0,Empate,0.6666666666666667,GraphRAG,0.1851896516511643,GraphRAG
68,0.1,0.1666666666666666,1.0,0.7523106976437837,0.1,0.1666666666666666,1.0,0.7523106976437837,expression from LLM question,vedado restabelecimento item suprimido,0.0,Empate,0.0,Empate,0.0,Empate,0.0,Empate
69,0.5,0.4166666666666667,1.0,0.7088755837577004,0.5,0.4166666666666667,1.0,0.6380458409830841,expression from LLM question,marca aquisição cartuchos,0.0,Empate,0.0,Empate,0.0,Empate,-0.07082974277461629,RAG
70,0.1,0.0769230769230769,0.3333333333333333,0.1141975032443295,0.2,0.1538461538461538,0.1666666666666666,0.1501096906237997,expression from LLM question,SUS recursos União competência do TCU,0.1,GraphRAG,0.0769230769230769,GraphRAG,-0.1666666666666667,RAG,0.03591218737947019,GraphRAG
71,0.3,0.2,1.0,0.3734334176802006,0.3,0.2,1.0,0.3208328220561836,expression from LLM question,preços referenciais sistemas oficiais estimativa de custos,0.0,Empate,0.0,Empate,0.0,Empate,-0.05260059562401703,RAG
72,0.8,0.6666666666666666,1.0,0.8928408478617864,0.6,0.5,1.0,0.7036297341167596,expression from LLM question,ponderação técnica e preço,-0.20000000000000007,RAG,-0.16666666666666663,RAG,0.0,Empate,-0.18921111374502686,RAG
73,0.3,0.2307692307692307,1.0,0.3919772225308076,0.4,0.3076923076923077,1.0,0.4627043206664421,expression from LLM question,pontuação desarrazoada licitações técnica e preço,0.10000000000000003,GraphRAG,0.07692307692307701,GraphRAG,0.0,Empate,0.07072709813563455,GraphRAG
74,0.4,0.4,0.5,0.3925406987695483,0.5,0.5,1.0,0.6457072009504028,expression from LLM question,prorrogação de contrato administrativo término prazo de vigência,0.09999999999999998,GraphRAG,0.09999999999999998,GraphRAG,0.5,GraphRAG,0.2531665021808545,GraphRAG
75,0.3,0.25,1.0,0.5277840059680377,0.3,0.25,0.5,0.1874614937946117,expression from LLM question,atestado de capacidade técnica serviços advocatícios conselho de fiscalização profissional,0.0,Empate,0.0,Empate,-0.5,RAG,-0.34032251217342596,RAG
76,0.3,0.25,0.5,0.3145161830169477,0.5,0.4166666666666667,1.0,0.6089321523881239,expression from LLM question,reposição de importâncias indevidamente percebidas boa-fé servidores erro escusável por órgão/entidade,0.2,GraphRAG,0.16666666666666669,GraphRAG,0.5,GraphRAG,0.2944159693711762,GraphRAG
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expression from LLM question,aquisição direta risco a saúde,0.0,Empate,0.0,Empate,0.0,Empate,0.0,Empate
78,0.6,0.4615384615384615,1.0,0.7715851031210844,0.7,0.5384615384615384,0.5,0.6561878214600948,expression from LLM question,pregão divulgação dos preços estimados no edital,0.09999999999999998,GraphRAG,0.07692307692307693,GraphRAG,-0.5,RAG,-0.11539728166098961,RAG
79,0.4,0.3076923076923077,1.0,0.6666268085958206,0.3,0.2307692307692307,1.0,0.6596602960387131,expression from LLM question,instrutor treinamento inexigibilidade de licitação,-0.10000000000000003,RAG,-0.07692307692307701,RAG,0.0,Empate,-0.0069665125571074515,RAG
80,0.4,0.2857142857142857,0.5,0.5095357070022043,0.4,0.2857142857142857,1.0,0.5520277599098254,expression from LLM question,reajuste de preços e repactuação,0.0,Empate,0.0,Empate,0.5,GraphRAG,0.04249205290762115,GraphRAG
81,0.2,0.1428571428571428,1.0,0.618556652887613,0.3,0.2142857142857142,1.0,0.7257248483690127,expression from LLM question,recomposição reajuste,0.09999999999999998,GraphRAG,0.0714285714285714,GraphRAG,0.0,Empate,0.10716819548139978,GraphRAG
82,0.2,0.2222222222222222,1.0,0.5925454220768419,0.2,0.2222222222222222,1.0,0.4805501584107421,expression from LLM question,retenção de pagamentos perda da regularidade fiscal,0.0,Empate,0.0,Empate,0.0,Empate,-0.1119952636660998,RAG
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,expression from LLM question,irregulares despesas desnecessárias e anteriores à celebração do contrato,0.0,Empate,0.0,Empate,0.0,Empate,0.0,Empate
84,0.2,0.1666666666666666,1.0,0.2267810298462732,0.3,0.25,1.0,0.3933871932358602,expression from LLM question,vínculo trabalhista ou societário pré-existente competitividade das licitantes,0.09999999999999998,GraphRAG,0.0833333333333334,GraphRAG,0.0,Empate,0.16660616338958698,GraphRAG
85,0.2,0.1538461538461538,0.25,0.1835873864490863,0.1,0.0769230769230769,0.1428571428571428,0.1081435121599373,expression from LLM question,técnica e preço profissionais quadro permanente,-0.1,RAG,-0.0769230769230769,RAG,-0.1071428571428572,RAG,-0.07544387428914899,RAG
86,0.1,0.0769230769230769,0.5,0.0704966689099629,0.1,0.0769230769230769,0.125,0.0352483344549814,expression from LLM question,erro material desclassificação da proposta,0.0,Empate,0.0,Empate,-0.375,RAG,-0.035248334454981496,RAG
87,0.1,0.0833333333333333,0.1428571428571428,0.1230388707606713,0.1,0.0833333333333333,0.3333333333333333,0.184558306141007,expression from LLM question,vedação à inclusão documento habilitação diligência,0.0,Empate,0.0,Empate,0.19047619047619052,GraphRAG,0.06151943538033569,GraphRAG
88,0.2,0.1538461538461538,0.5,0.2467383411848701,0.2,0.1538461538461538,1.0,0.3910710182681615,expression from LLM question,exigência comprovação de quantitativos mínimos características semelhantes,0.0,Empate,0.0,Empate,0.5,GraphRAG,0.1443326770832914,GraphRAG
89,0.4,0.3333333333333333,0.2,0.2271904044507925,0.4,0.3333333333333333,0.5,0.3161513422525973,expression from LLM question,extensão sanção de impedimento de licitar e contratar,0.0,Empate,0.0,Empate,0.3,GraphRAG,0.08896093780180478,GraphRAG
90,0.3,0.2,1.0,0.6289020340444773,0.3,0.2,1.0,0.6500494536019111,expression from LLM question,habilitação técnico-operacional obras e serviços de engenharia,0.0,Empate,0.0,Empate,0.0,Empate,0.021147419557433822,GraphRAG
91,0.3,0.25,0.2,0.098225939091777,0.3,0.25,0.5,0.1481099751583496,expression from LLM question,controle adesão,0.0,Empate,0.0,Empate,0.3,GraphRAG,0.04988403606657259,GraphRAG
92,0.2,0.1818181818181818,1.0,0.7447586667708298,0.2,0.1818181818181818,1.0,0.7447586667708298,expression from LLM question,alvará de funcionamento habilitação jurídica,0.0,Empate,0.0,Empate,0.0,Empate,0.0,Empate
93,0.3,0.25,1.0,0.5812500768186984,0.5,0.4166666666666667,1.0,0.7874074094732795,expression from LLM question,acumulação de cargo secretário municipal professor,0.2,GraphRAG,0.16666666666666669,GraphRAG,0.0,Empate,0.20615733265458103,GraphRAG
94,0.2,0.1428571428571428,0.5,0.1894092228792138,0.3,0.2142857142857142,0.5,0.1687320820368998,expression from LLM question,prescrição da pretensão punitiva julgamento das contas,0.09999999999999998,GraphRAG,0.0714285714285714,GraphRAG,0.0,Empate,-0.020677140842314007,RAG
95,0.8,0.7272727272727273,1.0,0.8108722789606666,0.9,0.8181818181818182,1.0,0.8989103076425626,expression from LLM question,Banco de Preços em Saúde referência medicamentos,0.09999999999999998,GraphRAG,0.09090909090909094,GraphRAG,0.0,Empate,0.08803802868189603,GraphRAG
96,0.0,0.0,0.0,0.0,0.1,0.0769230769230769,0.1111111111111111,0.0595985235008673,expression from LLM question,alteração contratual serviços já previstos no edital ,0.1,GraphRAG,0.0769230769230769,GraphRAG,0.1111111111111111,GraphRAG,0.0595985235008673,GraphRAG
97,0.1,0.0833333333333333,1.0,0.5466435799252907,0.1,0.0833333333333333,0.25,0.2354265754951419,expression from LLM question,licitação princípio da legalidade estrita afastado,0.0,Empate,0.0,Empate,-0.75,RAG,-0.31121700443014877,RAG
98,0.2,0.1538461538461538,1.0,0.1603442772961805,0.2,0.1538461538461538,1.0,0.1480923596751886,expression from LLM question,renovação de contrato serviços de natureza continuada pesquisa de preços,0.0,Empate,0.0,Empate,0.0,Empate,-0.012251917620991898,RAG
99,0.2,0.1666666666666666,1.0,0.6067292040617378,0.2,0.1666666666666666,0.3333333333333333,0.3410138425426461,expression from LLM question,contratações de software cartas de exclusividade,0.0,Empate,0.0,Empate,-0.6666666666666667,RAG,-0.2657153615190917,RAG
100,0.3,0.2727272727272727,1.0,0.2962880070651351,0.5,0.4545454545454545,1.0,0.4924159029610229,expression from LLM question,assistência médica a servidores,0.2,GraphRAG,0.18181818181818177,GraphRAG,0.0,Empate,0.1961278958958878,GraphRAG
101,0.2,0.2,0.3333333333333333,0.266133198971515,0.2,0.2,0.3333333333333333,0.2480500404651824,LLM,Qual é a modalidade de licitação adequada para a concessão remunerada de uso de bens públicos?,0.0,Empate,0.0,Empate,0.0,Empate,-0.018083158506332603,RAG
102,0.1,0.0833333333333333,1.0,0.2483795313844281,0.1,0.0833333333333333,0.2,0.0960863189756659,LLM,A citação é considerada válida após o falecimento do responsável se a defesa já foi apresentada?,0.0,Empate,0.0,Empate,-0.8,RAG,-0.1522932124087622,RAG
103,0.6,0.6,1.0,0.652088188635919,0.6,0.6,1.0,0.7222954974312066,LLM,A prestação de garantia contratual é permitida juntamente com a exigência de patrimônio líquido mínimo?,0.0,Empate,0.0,Empate,0.0,Empate,0.07020730879528758,GraphRAG
104,0.2,0.1818181818181818,0.3333333333333333,0.2048342475185908,0.3,0.2727272727272727,1.0,0.3688556721386528,LLM,A exigência de garantia de participação é permitida juntamente com a exigência de patrimônio líquido mínimo?,0.09999999999999998,GraphRAG,0.09090909090909091,GraphRAG,0.6666666666666667,GraphRAG,0.16402142462006197,GraphRAG
105,0.1,0.0909090909090909,0.2,0.0155697824762085,0.2,0.1818181818181818,0.125,0.094135170019347,LLM,Quais são as consequências para os responsáveis que realizam despesas sem cobertura contratual?,0.1,GraphRAG,0.0909090909090909,GraphRAG,-0.07500000000000001,RAG,0.07856538754313849,GraphRAG
106,0.4,0.3076923076923077,1.0,0.8000668691000848,0.6,0.4615384615384615,1.0,0.8275285216140622,LLM,O pregão é adequado para concessões de uso de áreas comerciais em aeroportos?,0.19999999999999996,GraphRAG,0.1538461538461538,GraphRAG,0.0,Empate,0.027461652513977364,GraphRAG
107,0.2,0.25,1.0,0.6022113840866581,0.3,0.375,1.0,0.6713311735881057,LLM,Quais normas devem ser observadas na cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios?,0.09999999999999998,GraphRAG,0.125,GraphRAG,0.0,Empate,0.06911978950144759,GraphRAG
108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LLM,É necessário exigir ao licitante comprovar que já forneceu bens pertinentes e compatíveis com o objeto da licitação?,0.0,Empate,0.0,Empate,0.0,Empate,0.0,Empate
109,0.1,0.0714285714285714,0.5,0.1644922274565801,0.1,0.0714285714285714,0.3333333333333333,0.1303570060893872,LLM,"É permitido a extrapolar os limites estabelecidos no art. 65, §§ 1º e 2º, da Lei 8.666/1993 para alterações consensuais qualitativas de contratos de obras e serviços?",0.0,Empate,0.0,Empate,-0.16666666666666669,RAG,-0.03413522136719291,RAG
110,0.5,0.4166666666666667,0.25,0.3865456313624234,0.6,0.5,1.0,0.6478837783744075,LLM,Qual a responsabilidade do gestor sucessor quando o gestor antecessor omitiu o dever de prestar contas?,0.09999999999999998,GraphRAG,0.08333333333333331,GraphRAG,0.75,GraphRAG,0.26133814701198405,GraphRAG
111,0.2,0.1818181818181818,1.0,0.5437038518731633,0.2,0.1818181818181818,0.25,0.2466524723722597,LLM,Qual é a modalidade de licitação utilizada para contratar serviços técnicos necessários à estruturação de projeto de parceria público-privada relativo a infraestrutura de rede de iluminação pública?,0.0,Empate,0.0,Empate,-0.75,RAG,-0.29705137950090355,RAG
112,0.4,0.4,0.3333333333333333,0.2897790913790279,0.4,0.4,0.25,0.242171732401196,LLM,O que acontece se não houver compatibilidade entre o objeto do certame e as atividades previstas no contrato social da empresa licitante?,0.0,Empate,0.0,Empate,-0.08333333333333331,RAG,-0.047607358977831915,RAG
113,0.5,0.3571428571428571,0.5,0.4296604994237933,0.5,0.3571428571428571,1.0,0.4969048648610769,LLM,Quem é responsável pela gestão dos recursos do Fundo Municipal de Saúde?,0.0,Empate,0.0,Empate,0.5,GraphRAG,0.06724436543728357,GraphRAG
114,0.4,0.3076923076923077,1.0,0.4642321465341434,0.4,0.3076923076923077,1.0,0.4554311383585073,LLM,É obrigatória pesquisa de mercado na elaboração do orçamento-base da licitação?,0.0,Empate,0.0,Empate,0.0,Empate,-0.008801008175636116,RAG
