query_id,source,pergunta,rank_final,doc_id,qrel_score,julgado,relevante_binario,score_final_rrf,rank_semantico,score_semantico,rank_grafo,score_grafo,rrf_semantico,rrf_grafo,era_semente
2,search log,restos a pagar,4,18432,,False,False,0.0304147465437788,2,0.8513714075088501,10,16.883311879028476,0.016129032258064516,0.014285714285714285,True
2,search log,restos a pagar,5,52046,,False,False,0.029857397504456328,6,0.8380286693572998,8,24.64414015297397,0.015151515151515152,0.014705882352941176,True
2,search log,restos a pagar,6,18452,2.0,True,True,0.02967032967032967,10,0.8343876600265503,5,29.853661400674408,0.014285714285714285,0.015384615384615385,True
2,search log,restos a pagar,7,77959,3.0,True,True,0.029571646010002173,13,0.833724856376648,3,33.550910487944456,0.0136986301369863,0.015873015873015872,False
2,search log,restos a pagar,8,43657,,False,False,0.02871794871794872,5,0.8380401730537415,15,12.708510019375103,0.015384615384615385,0.013333333333333334,True
2,search log,restos a pagar,9,19664,,False,False,0.028594771241830064,8,0.8356012105941772,12,14.22390749429144,0.014705882352941176,0.013888888888888888,True
2,search log,restos a pagar,10,91275,,False,False,0.02819138376017471,9,0.8350058197975159,13,12.786595878349962,0.014492753623188406,0.0136986301369863,True
3,search log,aditivo a contrato,1,17225,2.0,True,True,0.032266458495966696,1,0.8855950236320496,3,60.70575858367419,0.01639344262295082,0.015873015873015872,True
3,search log,aditivo a contrato,2,17226,,False,False,0.031099324975891997,8,0.8634606599807739,1,63.00462151195717,0.014705882352941176,0.01639344262295082,True
3,search log,aditivo a contrato,3,20512,,False,False,0.031009615384615385,5,0.8676761388778687,4,55.20603179104776,0.015384615384615385,0.015625,True
3,search log,aditivo a contrato,4,81554,,False,False,0.02964426877470356,9,0.8622667789459229,6,54.499834751594626,0.014492753623188406,0.015151515151515152,True
3,search log,aditivo a contrato,5,81314,,False,False,0.02928692699490662,16,0.8594757914543152,2,61.715197704648794,0.013157894736842105,0.016129032258064516,False
3,search log,aditivo a contrato,6,18057,,False,False,0.029206349206349208,3,0.8715072870254517,15,49.79864329703312,0.015873015873015872,0.013333333333333334,True
3,search log,aditivo a contrato,7,118408,,False,False,0.028665028665028666,6,0.8657266497612,14,50.631995521689355,0.015151515151515152,0.013513513513513514,True
3,search log,aditivo a contrato,8,31123,,False,False,0.027529761904761904,4,0.8680199980735779,24,40.81426701625723,0.015625,0.011904761904761904,True
3,search log,aditivo a contrato,9,21089,,False,False,0.027212143650499815,14,0.8613824248313904,13,52.14435039450432,0.013513513513513514,0.0136986301369863,False
3,search log,aditivo a contrato,10,20511,3.0,True,True,0.026470588235294117,25,0.8573184013366699,8,53.9007768686665,0.011764705882352941,0.014705882352941176,False
4,search log,adesão a ata de registro de preços,1,16981,3.0,True,True,0.03200204813108039,2,0.8887243866920471,3,44.979007710740426,0.016129032258064516,0.015873015873015872,True
4,search log,adesão a ata de registro de preços,2,20860,,False,False,0.03128054740957967,6,0.8782667517662048,2,45.46708220457541,0.015151515151515152,0.016129032258064516,True
4,search log,adesão a ata de registro de preços,3,20840,,False,False,0.030886196246139225,1,0.8963577747344971,9,42.61779380340894,0.01639344262295082,0.014492753623188406,True
4,search log,adesão a ata de registro de preços,4,52275,,False,False,0.03007688828584351,7,0.8741773366928101,6,43.49766591155352,0.014925373134328358,0.015151515151515152,True
4,search log,adesão a ata de registro de preços,5,42169,,False,False,0.028991596638655463,10,0.8715865612030029,8,42.639201273708025,0.014285714285714285,0.014705882352941176,True
4,search log,adesão a ata de registro de preços,6,50537,3.0,True,True,0.02871794871794872,15,0.8677307963371277,5,43.921806945629974,0.013333333333333334,0.015384615384615385,False
4,search log,adesão a ata de registro de preços,7,62306,3.0,True,True,0.028531243721117136,3,0.8834967613220215,19,38.02211185645202,0.015873015873015872,0.012658227848101266,True
4,search log,adesão a ata de registro de preços,8,45015,3.0,True,True,0.02803921568627451,8,0.8740243315696716,15,38.84474638123964,0.014705882352941176,0.013333333333333334,True
4,search log,adesão a ata de registro de preços,9,49694,,False,False,0.027242401779095628,11,0.8705807328224182,16,38.22148415976843,0.014084507042253521,0.013157894736842105,False
4,search log,adesão a ata de registro de preços,10,20841,,False,False,0.026736111111111113,30,0.8634704351425171,4,44.900169908220946,0.011111111111111112,0.015625,False
5,search log,sobrepreço e superfaturamento,1,53003,3.0,True,True,0.032266458495966696,3,0.8617310523986816,1,56.06001462576522,0.015873015873015872,0.01639344262295082,True
5,search log,sobrepreço e superfaturamento,2,23515,,False,False,0.031024531024531024,6,0.8575756549835205,3,50.65620881793369,0.015151515151515152,0.015873015873015872,True
5,search log,sobrepreço e superfaturamento,3,21100,,False,False,0.030309988518943745,7,0.857322096824646,5,46.21241608175341,0.014925373134328358,0.015384615384615385,True
5,search log,sobrepreço e superfaturamento,4,21172,3.0,True,True,0.030117753623188408,9,0.8562406301498413,4,48.31506899697828,0.014492753623188406,0.015625,True
5,search log,sobrepreço e superfaturamento,5,20990,,False,False,0.028782894736842105,4,0.8580630421638489,16,41.16718742516882,0.015625,0.013157894736842105,True
5,search log,sobrepreço e superfaturamento,6,31126,,False,False,0.02699859747545582,2,0.8652912378311157,32,36.90682830347551,0.016129032258064516,0.010869565217391304,True
5,search log,sobrepreço e superfaturamento,7,32637,,False,False,0.0261986301369863,13,0.8541304469108582,20,40.06621370786772,0.0136986301369863,0.0125,False
5,search log,sobrepreço e superfaturamento,8,9527,,False,False,0.02459499263622975,37,0.8493335843086243,10,43.60842645768066,0.010309278350515464,0.014285714285714285,False
5,search log,sobrepreço e superfaturamento,9,16262,,False,False,0.024085750315258513,1,0.8687236309051514,70,28.597841423534447,0.01639344262295082,0.007692307692307693,True
5,search log,sobrepreço e superfaturamento,10,34100,,False,False,0.023859649122807018,35,0.849908173084259,15,41.786831352303295,0.010526315789473684,0.013333333333333334,False
6,search log,restrição a competitividade,1,17943,,False,False,0.031544957774465976,6,0.8550825119018555,1,38.92303357163759,0.015151515151515152,0.01639344262295082,True
6,search log,restrição a competitividade,2,17372,3.0,True,True,0.029957522915269395,3,0.8580522537231445,11,26.564325535002716,0.015873015873015872,0.014084507042253521,True
6,search log,restrição a competitividade,3,20853,,False,False,0.029418126757516764,7,0.8550525307655334,9,27.93392451742313,0.014925373134328358,0.014492753623188406,True
6,search log,restrição a competitividade,4,21888,,False,False,0.029411764705882353,8,0.8546069264411926,8,27.98217725710776,0.014705882352941176,0.014705882352941176,True
6,search log,restrição a competitividade,5,18286,,False,False,0.028949545078577336,18,0.8466452956199646,2,34.76262158632363,0.01282051282051282,0.016129032258064516,False
6,search log,restrição a competitividade,6,18259,,False,False,0.02761904761904762,15,0.8481106758117676,10,27.307538873908342,0.013333333333333334,0.014285714285714285,False
6,search log,restrição a competitividade,7,16409,,False,False,0.026190476190476188,10,0.8521826863288879,24,24.594415146160003,0.014285714285714285,0.011904761904761904,True
6,search log,restrição a competitividade,8,17917,,False,False,0.025567754549556326,1,0.8705835938453674,49,21.53065884207406,0.01639344262295082,0.009174311926605505,True
6,search log,restrição a competitividade,9,28863,,False,False,0.024172008547008548,4,0.8568308353424072,57,15.285102676860648,0.015625,0.008547008547008548,True
6,search log,restrição a competitividade,10,17391,,False,False,0.023536439665471923,2,0.8633589744567871,75,12.444927840657042,0.016129032258064516,0.007407407407407408,True
7,search log,acréscimos e supressões,1,49135,,False,False,0.032018442622950824,1,0.8499391078948975,4,110.7979339878341,0.01639344262295082,0.015625,True
7,search log,acréscimos e supressões,2,18019,,False,False,0.03128054740957967,2,0.8465687036514282,6,108.29307797049019,0.016129032258064516,0.015151515151515152,True
7,search log,acréscimos e supressões,3,17090,,False,False,0.031099324975891997,8,0.8396624326705933,1,112.45778402969891,0.014705882352941176,0.01639344262295082,True
7,search log,acréscimos e supressões,4,17249,,False,False,0.030158730158730156,10,0.8388298749923706,3,110.90697044590824,0.014285714285714285,0.015873015873015872,True
7,search log,acréscimos e supressões,5,18359,3.0,True,True,0.029631255487269532,7,0.8427873849868774,8,108.2471607114042,0.014925373134328358,0.014705882352941176,True
7,search log,acréscimos e supressões,6,18936,,False,False,0.029437229437229435,6,0.8428128957748413,10,107.04525940477484,0.015151515151515152,0.014285714285714285,True
7,search log,acréscimos e supressões,7,18018,,False,False,0.028177225029148854,23,0.8309544920921326,2,111.82278101282529,0.012048192771084338,0.016129032258064516,False
7,search log,acréscimos e supressões,8,17022,3.0,True,True,0.026878868258178604,5,0.8448938131332397,27,88.67702133299564,0.015384615384615385,0.011494252873563218,True
7,search log,acréscimos e supressões,9,17209,,False,False,0.02658450704225352,11,0.8372615575790405,20,97.2713671659715,0.014084507042253521,0.0125,False
7,search log,acréscimos e supressões,10,11604,,False,False,0.025873015873015874,3,0.8450611233711243,40,53.71805226547989,0.015873015873015872,0.01,True
8,search log,obras e serviços de engenharia,1,31633,,False,False,0.03131881575727918,7,0.852270245552063,1,36.95617781130866,0.014925373134328358,0.01639344262295082,True
8,search log,obras e serviços de engenharia,2,31612,,False,False,0.031054405392392875,2,0.8571498394012451,7,32.21881960929838,0.016129032258064516,0.014925373134328358,True
8,search log,obras e serviços de engenharia,3,31531,,False,False,0.030886196246139225,1,0.864473819732666,9,28.324439354079782,0.01639344262295082,0.014492753623188406,True
8,search log,obras e serviços de engenharia,4,189,,False,False,0.029411764705882353,8,0.8521003127098083,8,32.05305700415221,0.014705882352941176,0.014705882352941176,True
8,search log,obras e serviços de engenharia,5,11626,,False,False,0.02797067901234568,4,0.8532622456550598,21,23.991649746207536,0.015625,0.012345679012345678,True
8,search log,obras e serviços de engenharia,6,40157,,False,False,0.026190476190476188,10,0.8509052991867065,24,22.242398460258457,0.014285714285714285,0.011904761904761904,True
8,search log,obras e serviços de engenharia,7,135712,3.0,True,True,0.025856389986824768,9,0.852032482624054,28,20.943128097831046,0.014492753623188406,0.011363636363636364,True
8,search log,obras e serviços de engenharia,8,11659,,False,False,0.023690078037904124,32,0.8451356887817383,18,25.45845180698679,0.010869565217391304,0.01282051282051282,False
8,search log,obras e serviços de engenharia,9,20577,,False,False,0.02194298574643661,112,0.8377578854560852,2,35.54336876036658,0.005813953488372093,0.016129032258064516,False
8,search log,obras e serviços de engenharia,10,11653,,False,False,0.021603128054740958,6,0.8523679375648499,95,14.735770677076165,0.015151515151515152,0.0064516129032258064,True
9,search log,fiscalizacao de contratos,1,18375,,False,False,0.03200204813108039,3,0.8730506896972656,2,52.98067071148476,0.015873015873015872,0.016129032258064516,True
9,search log,fiscalizacao de contratos,2,53626,,False,False,0.030776515151515152,6,0.8699788451194763,4,48.29216362805994,0.015151515151515152,0.015625,True
9,search log,fiscalizacao de contratos,3,32641,,False,False,0.030776515151515152,4,0.8719198107719421,6,44.59490393954129,0.015625,0.015151515151515152,True
9,search log,fiscalizacao de contratos,4,33812,,False,False,0.03076923076923077,5,0.8705883026123047,5,47.855487030547955,0.015384615384615385,0.015384615384615385,True
9,search log,fiscalizacao de contratos,5,21109,,False,False,0.03036576949620428,9,0.8682714700698853,3,51.31412011424594,0.014492753623188406,0.015873015873015872,True
9,search log,fiscalizacao de contratos,6,21114,,False,False,0.02964254577157803,2,0.8766770362854004,14,37.5327495218752,0.016129032258064516,0.013513513513513514,True
9,search log,fiscalizacao de contratos,7,53417,,False,False,0.02786377708978328,8,0.8688833713531494,16,36.735043507374044,0.014705882352941176,0.013157894736842105,True
9,search log,fiscalizacao de contratos,8,18341,,False,False,0.02750455373406193,1,0.8791123628616333,30,25.436680703895433,0.01639344262295082,0.011111111111111112,True
9,search log,fiscalizacao de contratos,9,83623,,False,False,0.025563671006668783,7,0.8695498108863831,34,18.61306832632205,0.014925373134328358,0.010638297872340425,True
9,search log,fiscalizacao de contratos,10,21113,,False,False,0.02546333601933924,13,0.8644852042198181,25,30.59664206150595,0.0136986301369863,0.011764705882352941,False
10,search log,diarias e passagens,1,30086,3.0,True,True,0.032266458495966696,3,0.8463040590286255,1,58.00269362732328,0.015873015873015872,0.01639344262295082,True
10,search log,diarias e passagens,2,32385,3.0,True,True,0.032018442622950824,1,0.8601399660110474,4,54.731826768858014,0.01639344262295082,0.015625,True
10,search log,diarias e passagens,3,30370,,False,False,0.030834914611005692,8,0.8408215641975403,2,57.36077329252219,0.014705882352941176,0.016129032258064516,True
10,search log,diarias e passagens,4,30890,,False,False,0.0304147465437788,2,0.852039098739624,10,46.14052118269434,0.016129032258064516,0.014285714285714285,True
10,search log,diarias e passagens,5,30369,,False,False,0.030309988518943745,7,0.8412058353424072,5,54.15492156877505,0.014925373134328358,0.015384615384615385,True
10,search log,diarias e passagens,6,30371,,False,False,0.030158730158730156,10,0.8384212851524353,3,55.21396659836971,0.014285714285714285,0.015873015873015872,True
10,search log,diarias e passagens,7,14250,,False,False,0.029273504273504274,5,0.8434191942214966,12,36.79052519980804,0.015384615384615385,0.013888888888888888,True
10,search log,diarias e passagens,8,30881,,False,False,0.028782894736842105,4,0.846247136592865,16,26.82268915724874,0.015625,0.013157894736842105,True
10,search log,diarias e passagens,9,30107,3.0,True,True,0.02803921568627451,15,0.8363856077194214,8,51.30184552286551,0.013333333333333334,0.014705882352941176,False
10,search log,diarias e passagens,10,32382,,False,False,0.0264301860545992,21,0.8350043296813965,11,44.89804169743857,0.012345679012345678,0.014084507042253521,False
11,search log,bens e serviços comuns,1,34287,,False,False,0.031544957774465976,6,0.8407630324363708,1,34.25458388355986,0.015151515151515152,0.01639344262295082,True
11,search log,bens e serviços comuns,2,18827,,False,False,0.03125,4,0.844855785369873,4,24.57777727433605,0.015625,0.015625,True
11,search log,bens e serviços comuns,3,18274,,False,False,0.031054405392392875,7,0.8404968976974487,2,26.075333602745033,0.014925373134328358,0.016129032258064516,True
11,search log,bens e serviços comuns,4,18871,,False,False,0.030798389007344232,3,0.8463612794876099,7,22.760498948892902,0.015873015873015872,0.014925373134328358,True
11,search log,bens e serviços comuns,5,17906,,False,False,0.029877369007803793,9,0.8395347595214844,5,23.316405287967857,0.014492753623188406,0.015384615384615385,True
11,search log,bens e serviços comuns,6,17902,,False,False,0.028531243721117136,19,0.8366749286651611,3,25.850932257264645,0.012658227848101266,0.015873015873015872,False
11,search log,bens e serviços comuns,7,114574,,False,False,0.02749266862170088,2,0.8502368330955505,28,18.57284354447925,0.016129032258064516,0.011363636363636364,True
11,search log,bens e serviços comuns,8,34112,,False,False,0.02684684684684685,14,0.8378371596336365,15,21.050537707502123,0.013513513513513514,0.013333333333333334,False
11,search log,bens e serviços comuns,9,33912,,False,False,0.026702720973466286,1,0.8529368042945862,37,16.22338360145724,0.01639344262295082,0.010309278350515464,True
11,search log,bens e serviços comuns,10,31280,,False,False,0.026050420168067225,10,0.8392328023910522,25,19.053796730639338,0.014285714285714285,0.011764705882352941,True
12,search log,parcelas de maior relevância e valor significativo,1,29536,,False,False,0.032018442622950824,4,0.8494827747344971,1,36.99269991251251,0.015625,0.01639344262295082,True
12,search log,parcelas de maior relevância e valor significativo,2,29523,,False,False,0.03128054740957967,6,0.8483067154884338,2,33.05264668561745,0.015151515151515152,0.016129032258064516,True
12,search log,parcelas de maior relevância e valor significativo,3,25971,,False,False,0.029437229437229435,10,0.8477945923805237,6,26.28192965266917,0.014285714285714285,0.015151515151515152,True
12,search log,parcelas de maior relevância e valor significativo,4,34027,,False,False,0.028373015873015873,3,0.849838137626648,20,19.52723649150841,0.015873015873015872,0.0125,True
12,search log,parcelas de maior relevância e valor significativo,5,34276,,False,False,0.027031740495291244,1,0.8532619476318359,34,17.634446397296667,0.01639344262295082,0.010638297872340425,True
12,search log,parcelas de maior relevância e valor significativo,6,34294,,False,False,0.026838432635534086,9,0.8480706810951233,21,19.457457682673326,0.014492753623188406,0.012345679012345678,True
12,search log,parcelas de maior relevância e valor significativo,7,33077,3.0,True,True,0.024321266968325792,8,0.8480722308158875,44,15.601732909219278,0.014705882352941176,0.009615384615384616,True
12,search log,parcelas de maior relevância e valor significativo,8,19664,,False,False,0.0240053050397878,5,0.8489267826080322,56,15.22463142231856,0.015384615384615385,0.008620689655172414,True
12,search log,parcelas de maior relevância e valor significativo,9,25999,,False,False,0.023122039251071508,2,0.8505836129188538,83,13.725476280636986,0.016129032258064516,0.006993006993006993,True
12,search log,parcelas de maior relevância e valor significativo,10,33874,,False,False,0.022444170126809562,7,0.8482110500335693,73,14.592957403099318,0.014925373134328358,0.007518796992481203,True
13,search log,despesa sem cobertura contratual,1,18112,,False,False,0.03252247488101534,2,0.8578594923019409,1,38.61823827642002,0.016129032258064516,0.01639344262295082,True
13,search log,despesa sem cobertura contratual,2,18106,,False,False,0.031754032258064516,4,0.8527751564979553,2,25.460413487545946,0.015625,0.016129032258064516,True
13,search log,despesa sem cobertura contratual,3,18924,3.0,True,True,0.030679156908665108,1,0.8608024716377258,10,17.759013974043445,0.01639344262295082,0.014285714285714285,True
13,search log,despesa sem cobertura contratual,4,18454,,False,False,0.030536130536130537,5,0.851326048374176,6,19.042547845224327,0.015384615384615385,0.015151515151515152,True
13,search log,despesa sem cobertura contratual,5,17122,,False,False,0.030330882352941176,8,0.8496034741401672,4,20.210188363917784,0.014705882352941176,0.015625,True
13,search log,despesa sem cobertura contratual,6,11601,,False,False,0.030158730158730156,10,0.8494318723678589,3,23.860256149168986,0.014285714285714285,0.015873015873015872,True
13,search log,despesa sem cobertura contratual,7,30326,,False,False,0.029857397504456328,6,0.8509044051170349,8,18.155216497630366,0.015151515151515152,0.014705882352941176,True
13,search log,despesa sem cobertura contratual,8,34114,,False,False,0.02976190476190476,3,0.8533625602722168,12,16.904518952378503,0.015873015873015872,0.013888888888888888,True
13,search log,despesa sem cobertura contratual,9,17258,,False,False,0.029418126757516764,9,0.8494747281074524,7,18.44872948654628,0.014492753623188406,0.014925373134328358,True
13,search log,despesa sem cobertura contratual,10,31111,,False,False,0.02862400327131466,7,0.8499355912208557,13,16.777052211823957,0.014925373134328358,0.0136986301369863,True
14,search log,decreto-lei 4.657/1942,1,25436,,False,False,0.03252247488101534,2,0.8448823094367981,1,24.906672040920306,0.016129032258064516,0.01639344262295082,True
14,search log,decreto-lei 4.657/1942,2,24260,,False,False,0.032018442622950824,1,0.8457970023155212,4,23.678504526549233,0.01639344262295082,0.015625,True
14,search log,decreto-lei 4.657/1942,3,31897,,False,False,0.029877369007803793,9,0.8405710458755493,5,23.098301997559474,0.014492753623188406,0.015384615384615385,True
14,search log,decreto-lei 4.657/1942,4,35551,,False,False,0.029418126757516764,7,0.8410238027572632,9,14.70914023341231,0.014925373134328358,0.014492753623188406,True
14,search log,decreto-lei 4.657/1942,5,16278,,False,False,0.029411764705882353,8,0.8409497737884521,8,15.265846897980843,0.014705882352941176,0.014705882352941176,True
14,search log,decreto-lei 4.657/1942,6,134978,,False,False,0.029273504273504274,5,0.8423018455505371,12,14.188216170478196,0.015384615384615385,0.013888888888888888,True
14,search log,decreto-lei 4.657/1942,7,18404,,False,False,0.02857142857142857,10,0.8403917551040649,10,14.610652573331198,0.014285714285714285,0.014285714285714285,True
14,search log,decreto-lei 4.657/1942,8,11614,,False,False,0.028283227848101264,4,0.8434255719184875,19,10.48494171709776,0.015625,0.012658227848101266,True
14,search log,decreto-lei 4.657/1942,9,92532,,False,False,0.025677830940988834,6,0.8411879539489746,35,8.852652602620818,0.015151515151515152,0.010526315789473684,True
14,search log,decreto-lei 4.657/1942,10,32493,,False,False,0.024003097173828883,3,0.8447914123535156,63,7.5649305463471554,0.015873015873015872,0.008130081300813009,True
15,search log,contas e materialidade,1,35441,,False,False,0.03225806451612903,2,0.8494528532028198,2,18.603891544011233,0.016129032258064516,0.016129032258064516,True
15,search log,contas e materialidade,2,32440,,False,False,0.030158730158730156,10,0.8460142612457275,3,18.455779892682582,0.014285714285714285,0.015873015873015872,True
15,search log,contas e materialidade,3,19368,,False,False,0.030117753623188408,9,0.846423864364624,4,18.27282859176501,0.014492753623188406,0.015625,True
15,search log,contas e materialidade,4,18437,,False,False,0.029551337359792925,16,0.8439252972602844,1,18.64621642961435,0.013157894736842105,0.01639344262295082,False
15,search log,contas e materialidade,5,32737,3.0,True,True,0.027526395173453996,8,0.8465442657470703,18,13.154176024859298,0.014705882352941176,0.01282051282051282,True
15,search log,contas e materialidade,6,31430,,False,False,0.027263007840342125,1,0.854548454284668,32,11.39956605919303,0.01639344262295082,0.010869565217391304,True
15,search log,contas e materialidade,7,31558,,False,False,0.027252906976744186,4,0.8481125831604004,26,11.90810212825143,0.015625,0.011627906976744186,True
15,search log,contas e materialidade,8,17289,,False,False,0.02393753200204813,3,0.8490086793899536,64,10.379106312923504,0.015873015873015872,0.008064516129032258,True
15,search log,contas e materialidade,9,19719,,False,False,0.023581634068525453,29,0.8421158194541931,21,12.47733687864546,0.011235955056179775,0.012345679012345678,False
15,search log,contas e materialidade,10,14408,2.0,True,True,0.02317541613316261,11,0.8454973697662354,50,10.688884987624794,0.014084507042253521,0.00909090909090909,False
16,search log,inexequibilidade e comprovação,1,32964,,False,False,0.0315136476426799,5,0.842633843421936,2,58.156041658331525,0.015384615384615385,0.016129032258064516,True
16,search log,inexequibilidade e comprovação,2,19404,3.0,True,True,0.03149801587301587,4,0.8437830209732056,3,57.77156886135805,0.015625,0.015873015873015872,True
16,search log,inexequibilidade e comprovação,3,31583,,False,False,0.029631255487269532,7,0.84187912940979,8,55.623309195357564,0.014925373134328358,0.014705882352941176,True
16,search log,inexequibilidade e comprovação,4,18886,,False,False,0.028588564574170333,22,0.8382543921470642,1,58.25114338075025,0.012195121951219513,0.01639344262295082,False
16,search log,inexequibilidade e comprovação,5,32920,,False,False,0.02788769549651404,1,0.8462030291557312,27,26.47481097976927,0.01639344262295082,0.011494252873563218,True
16,search log,inexequibilidade e comprovação,6,39572,,False,False,0.02749266862170088,2,0.845767617225647,28,26.005056878106025,0.016129032258064516,0.011363636363636364,True
16,search log,inexequibilidade e comprovação,7,18215,,False,False,0.026387470207694927,6,0.8425815105438232,29,25.552541982492432,0.015151515151515152,0.011235955056179775,True
16,search log,inexequibilidade e comprovação,8,17234,1.0,True,True,0.024492753623188406,9,0.8409866094589233,40,20.570929582041003,0.014492753623188406,0.01,True
16,search log,inexequibilidade e comprovação,9,27097,,False,False,0.02442002442002442,3,0.8455373644828796,57,16.47412414212713,0.015873015873015872,0.008547008547008548,True
16,search log,inexequibilidade e comprovação,10,95376,,False,False,0.02341091602014428,19,0.8385051488876343,33,22.567553086519986,0.012658227848101266,0.010752688172043012,False
17,search log,impedimento de licitar e contratar,1,106479,,False,False,0.031746031746031744,3,0.8751794099807739,3,26.97879059370288,0.015873015873015872,0.015873015873015872,True
17,search log,impedimento de licitar e contratar,2,18884,,False,False,0.031544957774465976,6,0.8718701601028442,1,45.378228035158116,0.015151515151515152,0.01639344262295082,True
17,search log,impedimento de licitar e contratar,3,32963,,False,False,0.031099324975891997,1,0.8770192861557007,8,21.3120537483649,0.01639344262295082,0.014705882352941176,True
17,search log,impedimento de licitar e contratar,4,21869,,False,False,0.030017921146953404,2,0.8754562139511108,12,19.54516871248218,0.016129032258064516,0.013888888888888888,True
17,search log,impedimento de licitar e contratar,5,21908,,False,False,0.029850746268656716,7,0.8716452121734619,7,21.454255103325707,0.014925373134328358,0.014925373134328358,True
17,search log,impedimento de licitar e contratar,6,17953,,False,False,0.029116045245077504,17,0.8664661049842834,2,28.60832553656921,0.012987012987012988,0.016129032258064516,False
17,search log,impedimento de licitar e contratar,7,18848,,False,False,0.028991596638655463,8,0.8703649640083313,10,20.23004439260101,0.014705882352941176,0.014285714285714285,True
17,search log,impedimento de licitar e contratar,8,40299,,False,False,0.025934278350515462,4,0.873011589050293,37,15.793345350492249,0.015625,0.010309278350515464,True
17,search log,impedimento de licitar e contratar,9,9718,,False,False,0.025856389986824768,9,0.8701627850532532,28,16.2110389359389,0.014492753623188406,0.011363636363636364,True
17,search log,impedimento de licitar e contratar,10,21917,,False,False,0.02484567901234568,21,0.8658965826034546,20,17.407353393064355,0.012345679012345678,0.0125,False
18,search log,aditivo e obra,1,81314,3.0,True,True,0.03252247488101534,2,0.8534475564956665,1,71.48831226691473,0.016129032258064516,0.01639344262295082,True
18,search log,aditivo e obra,2,17225,,False,False,0.032018442622950824,1,0.8581676483154297,4,52.18503469091011,0.01639344262295082,0.015625,True
18,search log,aditivo e obra,3,81554,,False,False,0.031746031746031744,3,0.8533527255058289,3,68.80087040193531,0.015873015873015872,0.015873015873015872,True
18,search log,aditivo e obra,4,20511,,False,False,0.0304147465437788,10,0.8473460674285889,2,69.66571072420285,0.014285714285714285,0.016129032258064516,True
18,search log,aditivo e obra,5,17219,,False,False,0.028790389395194696,8,0.8484498858451843,11,48.63223535631379,0.014705882352941176,0.014084507042253521,True
18,search log,aditivo e obra,6,18057,,False,False,0.02813852813852814,6,0.849000871181488,17,41.3874724114027,0.015151515151515152,0.012987012987012988,True
18,search log,aditivo e obra,7,20512,,False,False,0.02804284323271665,19,0.8448992967605591,5,51.581082497967316,0.012658227848101266,0.015384615384615385,False
18,search log,aditivo e obra,8,18018,,False,False,0.02628900949796472,7,0.8487613201141357,28,34.18291795608956,0.014925373134328358,0.011363636363636364,True
18,search log,aditivo e obra,9,122672,,False,False,0.023529411764705882,25,0.8440443873405457,25,35.94516968865355,0.011764705882352941,0.011764705882352941,False
18,search log,aditivo e obra,10,21233,,False,False,0.022832722832722835,57,0.8405336737632751,10,49.13620122228933,0.008547008547008548,0.014285714285714285,False
19,search log,fraude a licitacao,1,67158,,False,False,0.03131881575727918,7,0.8682816028594971,1,51.50163626083983,0.014925373134328358,0.01639344262295082,True
19,search log,fraude a licitacao,2,104486,,False,False,0.0304147465437788,10,0.8680340051651001,2,44.35342563980881,0.014285714285714285,0.016129032258064516,True
